"namespace","ca","ce","instability","abstractness","distance"
"library",3,0,0.0,0.25,0.75
"library.exceptions",3,0,0.0,0.0,1.0
"repository",1,2,0.6666666666666666,0.5,0.16666666666666652
"services",0,3,1.0,0.0,0.0
