"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jfree.chart.annotations.TextAnnotation",138,17,14,25,14,6,1,10,12,0.6927083333333333
"org.jfree.data.time.Year",136,18,18,26,5,0,228,4,6,0.8529411764705882
"org.jfree.data.general.DefaultHeatMapDataset",136,15,15,36,3,2,17,9,7,0.7857142857142857
"org.jfree.chart.util.ExportUtils",136,6,6,8,15,1,0,6,0,0.0
"org.jfree.chart.labels.AbstractCategoryItemLabelGenerator",135,13,8,24,10,6,2,13,6,0.7916666666666666
"org.jfree.chart.annotations.XYImageAnnotation",134,12,10,23,19,7,0,12,5,0.8181818181818182
"org.jfree.data.statistics.RegressionTest",134,10,8,14,5,3,0,4,0,0.0
"org.jfree.data.xy.DefaultXYZDatasetTest",133,8,8,8,7,3,0,4,1,1.0
"org.jfree.data.xy.XYIntervalSeriesCollection",132,22,22,28,8,5,9,10,1,1.0
"org.jfree.chart.text.TextFragment",132,15,13,31,14,2,4,6,7,0.8163265306122449
"org.jfree.data.general.DefaultPieDataset",131,19,19,30,10,6,24,13,2,0.9722222222222222
"org.jfree.chart.plot.dial.DialCap",131,16,14,23,16,5,16,11,5,0.8666666666666667
"org.jfree.chart.block.BlockContainer",130,15,15,26,13,5,21,12,3,0.9285714285714286
"org.jfree.data.statistics.SimpleHistogramBin",130,12,12,35,2,1,26,6,6,0.7727272727272727
"org.jfree.chart.axis.LogarithmicAxisTest",130,12,7,12,7,1,0,6,2,0.9545454545454546
"org.jfree.chart.util.RelativeDateFormatTest",129,8,8,8,10,0,0,0,1,1.0
"org.jfree.chart.title.LegendGraphicTest",129,5,5,5,15,3,0,3,0,0.0
"org.jfree.data.xy.DefaultOHLCDataset",128,20,20,29,3,1,13,8,2,0.9736842105263158
"org.jfree.data.statistics.BoxAndWhiskerItem",128,14,14,26,5,1,33,3,10,0.6538461538461539
"org.jfree.chart.HashUtils",128,13,13,34,6,3,52,9,0,0.0
"org.jfree.chart.labels.IntervalXYItemLabelGenerator",128,10,9,26,8,3,1,9,1,1.1111111111111112
"org.jfree.data.DataUtils",128,9,9,32,3,2,6,5,0,0.0
"org.jfree.chart.renderer.xy.CandlestickRendererTest",128,7,7,7,15,7,0,7,1,1.0
"org.jfree.data.time.TimeSeriesTableModel",127,11,11,27,3,2,0,6,4,0.85
"org.jfree.data.xy.DefaultXYDatasetTest",127,8,8,8,7,3,0,4,1,1.0
"org.jfree.data.xy.XIntervalSeriesCollection",126,20,20,24,8,5,7,10,1,1.0
"org.jfree.data.KeyToGroupMapTest",126,8,8,8,6,2,0,2,0,0.0
"org.jfree.data.xy.XYBarDataset",125,22,22,29,3,3,7,10,2,0.9761904761904762
"org.jfree.chart.labels.IntervalXYToolTipGenerator",125,10,9,26,8,3,0,9,1,1.1111111111111112
"org.jfree.data.category.CategoryToPieDatasetTest",124,6,6,6,8,2,0,2,0,0.0
"org.jfree.chart.annotations.CategoryTextAnnotation",123,11,11,19,15,9,15,17,4,0.85
"org.jfree.chart.imagemap.ImageMapUtils",123,7,7,25,7,5,1,8,0,0.0
"org.jfree.chart.annotations.XYDrawableAnnotation",123,6,6,17,14,8,17,13,7,0.4
"org.jfree.chart.annotations.XYBoxAnnotationTest",123,6,6,6,17,9,0,9,0,0.0
"org.jfree.data.xy.YIntervalSeriesCollection",121,20,20,24,7,4,9,9,1,1.0
"org.jfree.chart.text.TextLine",120,13,12,27,8,1,3,3,2,0.9583333333333334
"org.jfree.chart.util.AbstractObjectList",120,13,5,30,5,0,5,5,5,0.8333333333333334
"org.jfree.chart.renderer.xy.XYAreaRenderer2Test",120,7,7,7,15,9,0,9,0,0.0
"org.jfree.chart.renderer.xy.XYDifferenceRendererTest",120,6,6,7,17,9,0,9,0,0.0
"org.jfree.chart.title.ShortTextTitle",119,7,3,12,9,4,6,8,0,0.0
"org.jfree.chart.plot.PlotRenderingInfo",118,15,13,25,14,5,77,10,5,0.8571428571428571
"org.jfree.chart.block.LineBorder",118,9,7,20,17,5,10,8,4,0.8125
"org.jfree.chart.axis.PeriodAxisLabelInfoTest",118,5,5,5,19,5,0,5,0,0.0
"org.jfree.chart.renderer.xy.XYBlockRendererTest",117,9,9,9,15,9,0,9,1,1.0
"org.jfree.chart.renderer.category.IntervalBarRenderer",117,5,4,20,12,8,10,13,1,1.0
"org.jfree.chart.renderer.category.ScatterRendererTest",116,7,6,11,12,5,0,6,0,0.0
"org.jfree.data.xy.VectorSeriesCollection",115,18,18,22,8,5,6,10,1,1.0
"org.jfree.chart.labels.BubbleXYItemLabelGenerator",115,10,9,19,11,7,24,13,4,0.8333333333333334
"org.jfree.chart.labels.MultipleXYSeriesLabelGenerator",115,9,8,19,11,4,9,11,5,0.75
"org.jfree.data.ComparableObjectSeriesTest",115,9,9,9,7,2,0,5,0,0.0
"org.jfree.chart.PolarChartPanel",115,7,4,18,6,2,0,7,3,1.1666666666666667
"org.jfree.chart.renderer.xy.XYStepRendererTest",115,7,7,7,13,8,0,8,0,0.0
"org.jfree.chart.axis.CategoryLabelPositionsTest",115,3,3,3,6,1,0,1,2,0.75
"org.jfree.chart.plot.PieLabelRecord",114,16,16,29,2,1,20,3,8,0.7666666666666667
"org.jfree.chart.ui.FontChooserPanel",114,6,6,16,12,1,2,7,6,0.5
"org.jfree.data.statistics.BoxAndWhiskerCalculator",114,4,4,21,5,1,0,7,0,0.0
"org.jfree.chart.plot.MultiplePiePlotTest",113,6,6,6,18,9,0,10,1,1.0
"org.jfree.data.xy.DefaultTableXYDatasetTest",113,6,6,6,7,3,0,3,1,1.0
"org.jfree.chart.plot.CrosshairTest",113,5,5,5,13,3,0,3,0,0.0
"org.jfree.data.xy.DefaultHighLowDatasetTest",113,4,4,4,8,3,0,3,0,0.0
"org.jfree.chart.plot.DefaultDrawingSupplierTest",113,3,3,3,12,2,0,2,0,0.0
"org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest",112,8,8,8,16,9,0,9,0,0.0
"org.jfree.chart.plot.CategoryMarkerTest",112,6,6,6,12,4,0,5,1,1.0
"org.jfree.data.time.TimePeriodValuesCollectionTest",112,6,6,6,7,2,0,2,1,1.0
"org.jfree.data.general.DefaultHeatMapDatasetTest",112,5,5,5,8,2,0,3,2,0.875
"org.jfree.chart.plot.ThermometerPlotTest",112,4,4,4,11,3,0,3,0,0.0
"org.jfree.data.time.FixedMillisecond",111,17,17,24,3,0,9,3,2,0.96875
"org.jfree.chart.editor.DefaultPolarPlotEditor",111,9,7,15,12,4,1,13,4,0.8125
"org.jfree.chart.axis.CategoryAxisTest",111,5,5,5,8,1,0,1,0,0.0
"org.jfree.chart.plot.dial.DialValueIndicatorTest",111,4,4,4,13,3,0,3,0,0.0
"org.jfree.chart.labels.StandardXYZToolTipGenerator",110,10,9,18,9,4,24,9,4,0.9444444444444444
"org.jfree.chart.renderer.LookupPaintScaleTest",110,6,6,6,8,2,0,2,1,1.0
"org.jfree.data.gantt.SlidingGanttCategoryDatasetTest",110,4,4,6,8,3,0,3,0,0.0
"org.jfree.chart.plot.CrosshairState",109,19,19,27,1,0,31,1,8,0.8055555555555556
"org.jfree.data.general.WaferMapDataset",109,19,19,29,3,1,3,4,7,0.8333333333333334
"org.jfree.chart.renderer.category.LevelRendererTest",109,8,7,8,14,9,0,10,0,0.0
"org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest",109,6,6,6,13,5,0,5,0,0.0
"org.jfree.data.xy.MatrixSeriesCollection",108,16,16,23,7,4,5,9,2,0.9666666666666667
"org.jfree.chart.renderer.xy.XYShapeRendererTest",107,5,5,5,14,7,0,7,1,1.0
"org.jfree.chart.axis.ExtendedCategoryAxis",106,11,8,22,17,7,7,9,4,0.85
"org.jfree.chart.plot.PieLabelDistributor",106,9,4,26,1,0,1,4,1,1.0
"org.jfree.chart.labels.HighLowItemLabelGenerator",106,7,7,21,8,4,13,11,3,0.8333333333333334
"org.jfree.chart.renderer.category.StandardBarPainter",106,6,5,23,10,1,8,3,0,0.0
"org.jfree.chart.renderer.xy.StandardXYBarPainter",106,6,5,23,10,1,8,3,0,0.0
"org.jfree.chart.util.ArrayUtils",106,6,5,33,1,0,2,4,0,0.0
"org.jfree.data.jdbc.JDBCPieDataset",106,6,6,21,10,2,0,6,2,0.9
"org.jfree.chart.annotations.XYDrawableAnnotationTest",105,9,9,11,10,3,0,6,0,0.0
"org.jfree.chart.labels.StandardXYItemLabelGeneratorTest",105,5,5,5,11,3,0,3,0,0.0
"org.jfree.chart.ChartTransferable",104,7,6,13,8,0,1,2,8,0.5625
"org.jfree.data.json.JSONUtils",104,4,4,14,11,6,0,9,0,0.0
"org.jfree.chart.labels.AbstractPieItemLabelGenerator",103,9,6,20,7,4,2,9,4,0.8125
"org.jfree.data.xy.CategoryTableXYDatasetTest",103,6,6,6,7,3,0,3,1,1.0
"org.jfree.chart.util.PaintUtils",103,4,3,21,8,0,65,8,0,0.0
"org.jfree.chart.annotations.XYShapeAnnotationTest",102,5,5,5,10,2,0,2,0,0.0
"org.jfree.chart.annotations.XYTextAnnotationTest",102,5,5,5,11,2,0,2,0,0.0
"org.jfree.chart.block.BlockBorder",101,11,9,19,12,4,13,6,4,0.85
"org.jfree.chart.StackedAreaChartTest",101,7,6,21,21,12,0,15,2,0.9166666666666666
"org.jfree.chart.renderer.xy.XYStepAreaRendererTest",101,6,6,6,13,8,0,8,0,0.0
"org.jfree.data.gantt.Task",100,16,16,22,9,5,108,9,5,0.8666666666666667
"org.jfree.chart.plot.dial.DialBackground",100,13,11,18,16,7,14,12,3,0.9166666666666666
"org.jfree.chart.renderer.xy.XYErrorRendererTest",100,9,9,9,11,3,0,3,0,0.0
"org.jfree.chart.renderer.xy.AbstractXYItemRendererTest",100,8,7,8,12,8,0,9,1,1.0
"org.jfree.chart.axis.CategoryLabelPosition",99,12,12,20,5,1,89,1,7,0.7272727272727273
"org.jfree.chart.labels.StandardCategoryItemLabelGeneratorTest",99,7,7,7,11,4,0,5,0,0.0
"org.jfree.chart.renderer.xy.StackedXYAreaRenderer2Test",99,7,7,7,19,10,0,11,0,0.0
"org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest",99,6,6,6,9,3,0,4,1,1.0
"org.jfree.chart.ChartRenderingInfo",98,13,11,21,12,6,15,9,4,0.875
"org.jfree.chart.axis.MonthDateFormat",98,10,10,19,13,1,16,4,3,0.8888888888888888
"org.jfree.chart.editor.DefaultNumberAxisEditor",98,7,6,12,12,4,1,14,2,0.9166666666666666
"org.jfree.chart.renderer.xy.XYDotRendererTest",98,6,6,6,14,9,0,9,0,0.0
"org.jfree.data.xy.XYIntervalSeriesCollectionTest",98,6,6,6,7,3,0,3,0,0.0
"org.jfree.chart.annotations.CategoryPointerAnnotationTest",98,5,5,5,9,2,0,2,0,0.0
"org.jfree.chart.annotations.XYPointerAnnotationTest",98,5,5,5,9,2,0,2,0,0.0
"org.jfree.chart.util.LogFormat",97,11,10,20,4,0,12,4,6,0.8333333333333334
"org.jfree.data.time.SimpleTimePeriodTest",97,7,7,7,6,1,0,1,0,0.0
"org.jfree.data.general.TestIntervalXYZDataset",96,22,22,22,2,1,1,3,3,0.9523809523809523
"org.jfree.data.io.CSV",96,6,3,16,6,2,0,5,2,0.9
"org.jfree.chart.renderer.xy.XYBoxAndWhiskerRendererTest",96,6,6,6,18,7,0,8,0,0.0
"org.jfree.chart.annotations.TextAnnotationTest",96,5,5,5,12,2,0,3,1,1.0
"org.jfree.chart.title.PaintScaleLegendTest",96,4,4,4,13,5,0,5,0,0.0
"org.jfree.chart.PaintMap",95,10,8,17,13,3,8,9,2,0.9444444444444444
"org.jfree.data.xy.DefaultWindDatasetTest",95,8,7,8,8,4,0,5,0,0.0
"org.jfree.chart.AreaChartTest",95,7,6,21,22,12,0,15,2,0.9166666666666666
"org.jfree.chart.renderer.xy.StackedXYBarRendererTest",95,7,7,7,16,9,0,9,0,0.0
"org.jfree.chart.renderer.category.GroupedStackedBarRendererTest",95,6,6,6,15,9,0,9,0,0.0
"org.jfree.chart.labels.StandardXYZToolTipGeneratorTest",95,5,5,5,11,3,0,3,0,0.0
"org.jfree.chart.urls.CustomPieURLGenerator",94,8,8,20,10,3,7,10,2,0.9285714285714286
"org.jfree.chart.BarChartTest",94,7,6,21,21,12,0,15,2,0.9166666666666666
"org.jfree.chart.renderer.xy.HighLowRendererTest",94,6,6,6,14,7,0,7,0,0.0
"org.jfree.chart.XYStepChartTest",94,6,5,20,20,11,0,14,2,0.9
"org.jfree.data.xy.YIntervalSeriesCollectionTest",94,6,6,6,7,3,0,3,0,0.0
"org.jfree.data.xy.XYDataItem",93,13,13,21,3,2,8,9,3,0.9166666666666666
"org.jfree.chart.StackedBarChartTest",93,7,6,21,20,12,0,15,2,0.9166666666666666
"org.jfree.data.xy.XIntervalSeriesCollectionTest",93,6,6,6,7,3,0,3,0,0.0
"org.jfree.chart.annotations.XYPolygonAnnotationTest",93,5,5,5,10,2,0,2,0,0.0
"org.jfree.data.statistics.BoxAndWhiskerCalculatorTest",93,4,4,4,5,0,0,3,1,1.0
"org.jfree.chart.title.CompositeTitle",92,12,10,17,15,8,8,12,3,0.9090909090909091
"org.jfree.chart.StrokeMap",92,10,8,17,13,3,8,9,2,0.9444444444444444
"org.jfree.chart.renderer.category.IntervalBarRendererTest",92,7,7,7,15,9,0,9,0,0.0
"org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest",92,7,7,7,10,6,0,7,1,1.0
"org.jfree.chart.renderer.xy.XYBubbleRendererTest",92,6,6,6,12,8,0,8,0,0.0
"org.jfree.data.time.SimpleTimePeriod",91,9,9,20,2,0,58,3,3,0.875
"org.jfree.chart.annotations.XYTitleAnnotationTest",91,5,5,5,14,9,0,9,0,0.0
"org.jfree.data.statistics.SimpleHistogramBinTest",91,5,5,5,6,2,0,2,0,0.0
"org.jfree.data.time.RegularTimePeriod",90,16,16,26,6,1,19,8,0,0.0
"org.jfree.chart.urls.TimeSeriesURLGenerator",90,8,8,17,7,2,16,5,5,0.7142857142857143
"org.jfree.data.general.DefaultPieDatasetTest",90,6,6,6,7,2,0,3,1,1.0
"org.jfree.data.xy.MatrixSeriesTest",90,6,6,6,6,2,0,2,0,0.0
"org.jfree.chart.plot.PlotTest",90,1,1,1,13,2,0,2,0,0.0
"org.jfree.chart.plot.MeterInterval",89,10,8,17,13,5,12,6,6,0.7222222222222222
"org.jfree.chart.urls.CustomXYURLGenerator",89,8,8,22,5,2,6,8,2,1.0714285714285714
"org.jfree.chart.annotations.XYLineAnnotationTest",89,5,5,5,10,2,0,2,0,0.0
"org.jfree.chart.plot.RingPlotTest",89,3,3,3,12,2,0,2,0,0.0
"org.jfree.chart.urls.CustomCategoryURLGenerator",88,8,8,22,5,2,6,10,1,1.1428571428571428
"org.jfree.chart.urls.StandardCategoryURLGenerator",88,7,7,16,6,3,21,7,4,0.75
"org.jfree.chart.LineChartTest",88,7,6,21,20,12,0,15,2,0.9166666666666666
"org.jfree.chart.PaintMapTest",88,6,6,6,7,1,0,2,0,0.0
"org.jfree.chart.XYBarChartTest",88,6,5,20,21,13,0,16,2,0.9
"org.jfree.data.general.AbstractDataset",87,14,9,18,11,1,14,5,4,0.8846153846153846
"org.jfree.chart.entity.StandardEntityCollection",87,12,12,17,10,3,12,7,2,0.9545454545454546
"org.jfree.chart.plot.dial.DialPointerTest",87,7,7,7,8,2,0,2,0,0.0
"org.jfree.data.time.TimeTableXYDatasetTest",87,6,6,6,7,2,0,3,1,1.0
"org.jfree.chart.needle.LongNeedle",87,5,4,13,6,0,5,6,1,1.0
"org.jfree.chart.title.CompositeTitleTest",87,5,5,5,13,5,0,6,0,0.0
"org.jfree.chart.axis.CategoryLabelPositionTest",87,3,3,3,8,1,0,1,0,0.0
"org.jfree.chart.util.LineUtils",87,2,2,31,2,0,4,1,0,0.0
"org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest",86,5,5,5,10,3,0,3,0,0.0
"org.jfree.chart.urls.CustomCategoryURLGeneratorTest",86,5,5,5,9,3,0,4,0,0.0
"org.jfree.chart.urls.CustomXYURLGeneratorTest",86,5,5,5,9,3,0,4,0,0.0
"org.jfree.chart.plot.dial.DialCapTest",86,4,4,4,9,2,0,2,0,0.0
"org.jfree.chart.labels.StandardPieSectionLabelGenerator",85,12,12,15,12,2,18,8,3,0.9090909090909091
"org.jfree.chart.ui.UIUtils",85,10,9,13,15,0,0,7,0,0.0
"org.jfree.data.json.impl.JSONObject",85,7,6,14,5,0,0,7,1,1.0
"org.jfree.chart.ScatterPlotTest",85,6,5,20,19,11,0,14,2,0.9
"org.jfree.chart.StrokeMapTest",85,6,6,6,6,1,0,1,0,0.0
"org.jfree.chart.TimeSeriesChartTest",85,6,5,20,19,11,0,14,2,0.9
"org.jfree.chart.XYAreaChartTest",85,6,5,20,19,11,0,14,2,0.9
"org.jfree.chart.XYLineChartTest",85,6,5,20,19,11,0,14,2,0.9
"org.jfree.chart.XYStepAreaChartTest",85,6,5,20,19,11,0,14,2,0.9
"org.jfree.chart.labels.StandardXYToolTipGeneratorTest",85,5,5,5,11,3,0,3,0,0.0
"org.jfree.chart.title.LegendTitleTest",85,4,4,4,14,3,0,3,0,0.0
"org.jfree.chart.renderer.category.MinMaxCategoryRendererTest",84,6,6,6,16,8,0,8,0,0.0
"org.jfree.data.KeyedValueComparator",84,4,4,18,4,1,2,3,2,0.8333333333333334
"org.jfree.chart.renderer.xy.WindItemRenderer",84,3,3,3,16,7,8,15,1,1.0
"org.jfree.chart.plot.IntervalMarker",83,11,11,17,9,3,16,6,4,0.85
"org.jfree.data.xml.DatasetReader",83,6,6,7,14,3,0,4,1,1.0
"org.jfree.chart.title.TextTitleTest",83,4,4,4,10,2,0,2,0,0.0
"org.jfree.chart.renderer.GrayPaintScale",82,10,10,18,5,2,16,6,3,0.8888888888888888
"org.jfree.chart.editor.DefaultLogAxisEditor",82,7,6,12,8,3,1,12,2,0.9166666666666666
"org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest",82,6,6,6,10,3,0,3,0,0.0
"org.jfree.chart.entity.PieSectionEntity",81,12,12,18,5,3,11,5,5,0.8181818181818182
"org.jfree.chart.axis.QuarterDateFormat",81,7,7,12,11,1,12,3,6,0.9722222222222222
"org.jfree.chart.axis.ExtendedCategoryAxisTest",81,5,5,5,8,1,0,1,0,0.0
"org.jfree.chart.axis.SubCategoryAxisTest",81,5,5,5,16,5,0,6,0,0.0
"org.jfree.chart.plot.dial.ArcDialFrameTest",81,4,4,4,9,2,0,2,0,0.0
"org.jfree.chart.block.AbstractBlockTest",81,3,3,3,9,2,0,3,0,0.0
"org.jfree.chart.plot.PiePlotState",80,21,21,21,2,1,1,2,10,0.775
"org.jfree.data.xy.DefaultOHLCDatasetTest",80,6,6,6,9,4,0,4,1,1.0
"org.jfree.chart.annotations.CategoryLineAnnotationTest",80,5,5,5,8,2,0,2,0,0.0
"org.jfree.data.gantt.TaskSeries",79,11,11,17,7,3,37,5,1,1.0
"org.jfree.chart.entity.AxisEntity",79,10,8,16,9,5,1,8,2,0.9444444444444444
"org.jfree.chart.entity.JFreeChartEntity",79,10,8,16,9,5,1,8,2,0.9444444444444444
"org.jfree.chart.entity.PlotEntity",79,10,8,16,9,5,1,8,2,0.9444444444444444
"org.jfree.chart.entity.TitleEntity",79,10,8,16,9,5,2,8,2,0.9444444444444444
"org.jfree.chart.annotations.AbstractXYAnnotation",79,9,7,17,9,6,9,9,2,0.9375
"org.jfree.chart.ui.StandardGradientPaintTransformer",79,7,7,16,5,1,16,6,2,0.9166666666666666
"org.jfree.chart.axis.CategoryTickTest",79,4,4,4,9,3,0,3,0,0.0
"org.jfree.data.general.DefaultKeyedValueDataset",78,10,10,21,4,3,9,7,2,0.9444444444444444
"org.jfree.chart.needle.ArrowNeedle",78,5,4,14,8,1,8,7,2,0.875
"org.jfree.chart.plot.dial.DialBackgroundTest",78,4,4,4,10,3,0,3,0,0.0
"org.jfree.data.xy.OHLCDataItem",77,9,9,17,3,1,13,3,7,0.625
"org.jfree.chart.labels.CustomXYToolTipGenerator",77,8,8,18,5,2,3,10,2,1.0
"org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest",77,6,6,6,11,3,0,3,0,0.0
"org.jfree.chart.labels.StandardPieToolTipGeneratorTest",77,5,5,5,9,3,0,3,0,0.0
"org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest",76,5,5,5,8,2,0,2,0,0.0
"org.jfree.chart.axis.MonthDateFormatTest",76,4,4,4,8,1,0,1,0,0.0
"org.jfree.data.xy.MatrixSeries",75,11,11,20,2,1,20,5,2,0.95
"org.jfree.chart.plot.IntervalMarkerTest",75,6,6,6,11,6,0,7,2,0.9
"org.jfree.chart.axis.DateTickTest",75,4,4,4,7,1,0,1,0,0.0
"org.jfree.chart.plot.dial.DialTextAnnotationTest",75,4,4,4,9,2,0,2,0,0.0
"org.jfree.chart.block.LabelBlockTest",75,3,3,3,11,2,0,2,0,0.0
"org.jfree.chart.plot.dial.AbstractDialLayer",74,11,8,15,7,1,9,4,2,0.95
"org.jfree.chart.renderer.category.AreaRendererTest",74,6,6,6,14,9,0,9,0,0.0
"org.jfree.data.gantt.XYTaskDatasetTest",74,3,3,3,7,2,0,2,0,0.0
"org.jfree.data.xy.XYDatasetTableModel",73,10,10,17,4,2,0,4,1,1.0
"org.jfree.data.xy.VectorSeriesCollectionTest",73,5,5,5,7,3,0,3,0,0.0
"org.jfree.chart.axis.TickUnits",72,9,9,14,5,0,5,5,2,0.9375
"org.jfree.data.KeyedValues2DItemKey",72,8,8,13,3,2,2,8,2,0.9285714285714286
"org.jfree.chart.ui.StrokeSample",72,6,6,8,13,0,3,1,2,0.9
"org.jfree.data.json.impl.JSONArray",72,5,5,13,5,0,0,4,1,1.0
"org.jfree.data.xy.XYCoordinate",71,8,8,17,1,0,19,2,2,0.9285714285714286
"org.jfree.chart.renderer.category.WaterfallBarRendererTest",71,6,6,6,9,3,0,3,0,0.0
"org.jfree.chart.renderer.Outlier",70,11,11,18,1,0,7,2,2,0.95
"org.jfree.data.xy.XYItemKey",70,8,8,13,4,3,1,8,2,0.9285714285714286
"org.jfree.chart.labels.SymbolicXYItemLabelGenerator",70,6,5,12,8,7,7,15,1,1.0
"org.jfree.chart.urls.StandardPieURLGenerator",70,6,6,13,6,3,17,6,4,0.7
"org.jfree.data.time.ohlc.OHLCItemTest",70,5,5,5,7,3,0,3,1,1.0
"org.jfree.chart.needle.PointerNeedle",70,4,3,12,5,0,5,6,1,1.0
"org.jfree.data.xy.XYIntervalDataItemTest",70,4,4,4,6,2,0,3,1,1.0
"org.jfree.chart.ChartColor",70,2,2,2,2,0,1,0,24,2.0
"org.jfree.chart.title.LegendItemBlockContainer",69,9,9,11,12,9,1,12,6,0.6875
"org.jfree.chart.renderer.category.StackedBarRendererTest",69,6,6,6,10,5,0,5,0,0.0
"org.jfree.chart.plot.dial.StandardDialFrameTest",69,4,4,4,9,2,0,2,0,0.0
"org.jfree.chart.plot.CompassPlotTest",69,3,3,3,10,3,0,3,0,0.0
"org.jfree.chart.block.RectangleConstraintTest",69,1,1,1,4,2,0,2,1,0.0
"org.jfree.chart.annotations.AbstractAnnotation",68,11,6,15,10,2,3,6,2,0.95
"org.jfree.chart.renderer.category.StackedAreaRendererTest",68,6,6,6,10,5,0,5,0,0.0
"org.jfree.chart.renderer.xy.XYSplineRendererTest",68,5,5,5,10,4,0,4,0,0.0
"org.jfree.chart.axis.CyclicNumberAxisTest",68,4,4,4,9,1,0,1,0,0.0
"org.jfree.chart.ChartRenderingInfoTest",68,4,4,4,10,3,0,3,0,0.0
"org.jfree.data.statistics.MeanAndStandardDeviation",67,9,9,15,3,1,9,2,3,0.875
"org.jfree.chart.labels.StandardCategorySeriesLabelGeneratorTest",67,6,6,6,8,4,0,4,0,0.0
"org.jfree.chart.WaterfallChartTest",67,5,4,5,16,8,0,10,1,1.0
"org.jfree.chart.urls.TimeSeriesURLGeneratorTest",67,4,4,4,8,3,0,4,0,0.0
"org.jfree.data.xy.XYBarDatasetTest",67,4,4,4,7,3,0,3,0,0.0
"org.jfree.chart.entity.PieSectionEntityTest",67,3,3,3,8,3,0,3,0,0.0
"org.jfree.chart.axis.AxisState",66,13,13,17,4,0,25,1,3,0.9166666666666666
"org.jfree.data.time.TimePeriodValue",66,9,9,17,2,1,8,5,3,0.875
"org.jfree.data.time.TimeSeriesDataItem",66,9,9,15,3,2,11,8,3,0.875
"org.jfree.chart.block.ColorBlock",66,8,6,11,10,4,10,8,2,0.9285714285714286
"org.jfree.chart.util.ShapeList",66,8,6,16,4,0,1,3,0,0.0
"org.jfree.chart.util.PaintList",66,7,5,16,4,0,3,3,1,1.0
"org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest",66,6,6,6,9,5,0,5,0,0.0
"org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest",66,5,5,5,9,2,0,2,0,0.0
"org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest",66,5,5,5,6,2,0,2,0,0.0
"org.jfree.chart.renderer.GrayPaintScaleTest",66,5,5,5,7,2,0,2,1,1.0
"org.jfree.chart.entity.CategoryItemEntityTest",66,3,3,3,8,3,0,3,0,0.0
"org.jfree.chart.entity.CategoryItemEntity",65,9,9,14,5,3,6,6,4,0.8125
"org.jfree.chart.axis.Tick",65,8,8,14,4,2,2,4,5,0.7142857142857143
"org.jfree.chart.renderer.category.LayeredBarRendererTest",65,6,6,6,12,8,0,8,0,0.0
"org.jfree.data.function.PolynomialFunction2DTest",65,6,6,6,6,1,0,1,0,0.0
"org.jfree.chart.renderer.category.GanttRendererTest",65,5,5,5,8,2,0,2,0,0.0
"org.jfree.chart.renderer.category.CategoryItemRendererState",64,11,11,16,3,3,3,5,4,0.85
"org.jfree.chart.ui.Size2D",64,10,10,14,2,1,32,5,3,0.8888888888888888
"org.jfree.chart.axis.TickUnit",64,8,8,16,1,0,3,4,3,0.8571428571428571
"org.jfree.chart.labels.ItemLabelPosition",64,8,8,14,3,1,17,1,5,0.7142857142857143
"org.jfree.chart.plot.CategoryCrosshairState",64,7,7,13,2,1,3,3,2,0.9166666666666666
"org.jfree.chart.labels.IntervalCategoryToolTipGenerator",64,6,5,13,4,2,13,4,2,1.1
"org.jfree.chart.renderer.category.CategoryStepRendererTest",64,5,5,5,13,9,0,9,0,0.0
"org.jfree.chart.axis.QuarterDateFormatTest",64,4,4,4,6,1,0,1,0,0.0
"org.jfree.chart.util.CloneUtils",64,3,3,9,8,0,210,5,0,0.0
"org.jfree.chart.MouseWheelHandler",63,5,4,12,8,4,1,6,2,0.875
"org.jfree.chart.annotations.CategoryTextAnnotationTest",63,5,5,5,7,2,0,2,0,0.0
"org.jfree.data.statistics.HistogramBin",62,9,9,13,1,0,6,3,4,0.8125
"org.jfree.chart.util.StrokeList",62,8,6,15,4,0,3,3,0,0.0
"org.jfree.chart.labels.StandardCrosshairLabelGenerator",62,7,7,13,4,1,2,4,2,0.9166666666666666
"org.jfree.data.xml.ItemHandler",62,7,7,11,3,0,3,2,4,0.75
"org.jfree.data.ComparableObjectItemTest",62,5,5,5,9,2,0,2,0,0.0
"org.jfree.chart.plot.dial.StandardDialRangeTest",62,4,4,4,8,2,0,2,0,0.0
"org.jfree.data.gantt.TaskTest",62,4,4,4,8,3,0,3,0,0.0
"org.jfree.chart.util.LineUtilsTest",62,2,1,6,5,0,0,2,0,0.0
"org.jfree.chart.plot.CategoryMarker",61,8,8,13,8,2,32,5,2,0.9285714285714286
"org.jfree.chart.needle.MiddlePinNeedle",61,4,3,11,7,0,5,6,1,1.0
