"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",9.0,18.0,17.649661110093422,12.0,1.0,454.0,453.0,20.689973646727896,31.5,30.0
"CYCLO",1.0,1.0,1.9355193258838614,1.0,1.0,57.0,56.0,3.0703810731814003,1.0,10.0
"CALLS",0.0,5.0,4.961165048543689,2.0,0.0,344.0,344.0,12.317045550746174,12.5,5.0
"NBD",1.0,3.0,2.1203517127679063,2.0,0.0,9.0,9.0,1.717869879640554,6.0,3.0
"PARAM",0.0,1.0,1.0347133174574097,1.0,0.0,15.0,15.0,1.5560553545461346,2.5,4.0
