"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"me.umov.business.api.TaskScheduleApi",715,22,22,22,27,4,0,4,1
"me.umov.business.taskschedule.domain.Itinerary",593,99,98,140,51,17,11,22,35
"me.umov.business.domain.task.TaskModel",577,119,116,154,41,7,38,11,43
"me.umov.business.application.model.dto.SaveTaskDTO",386,80,76,104,18,7,2,10,36
"me.umov.business.taskschedule.domain.ItinerarySchedule",244,42,42,57,33,8,32,12,16
"me.umov.business.domain.task.TaskService",237,15,11,31,27,14,8,16,9
"me.umov.business.taskschedule.application.dto.SaveTaskScheduleGroupRequest",196,42,42,45,18,5,11,8,19
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl",185,8,2,39,32,24,1,27,8
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter",161,12,1,36,27,22,2,25,8
"me.umov.business.infrastructure.cron.JobCreationRequestDTO",156,32,32,2,3,1,1,1,25
"me.umov.business.application.service.RecurrenceService",133,11,2,33,18,3,2,5,2
"me.umov.business.domain.task.TaskDailyResume",125,32,32,36,6,1,1,3,15
"me.umov.business.domain.workcycle.WorkCycleService",125,8,5,22,14,5,0,7,5
"me.umov.business.servicelocal.domain.ServiceLocalModel",124,19,19,20,11,3,16,5,17
"me.umov.business.domain.task.TaskConfigModel",124,18,18,17,14,1,3,4,10
"me.umov.business.activity.domain.ActivityModel",122,25,23,29,10,2,19,5,8
"me.umov.business.application.controller.TaskController",121,9,8,11,37,16,0,18,1
"me.umov.business.domain.workcycle.WorkCycle",115,24,24,24,11,3,3,4,12
"me.umov.business.application.model.WorkJourneyDayModel",113,22,21,23,12,1,0,3,9
"me.umov.business.application.model.notification.TaskNotification",112,12,11,19,17,3,2,6,9
"me.umov.business.application.handler.GeneralRestExceptionHandler",107,13,12,13,28,7,0,11,2
"me.umov.business.application.service.CustomFieldValueService",107,9,2,15,18,9,1,11,2
"me.umov.business.agent.domain.AgentModel",103,20,20,20,16,3,23,5,7
"me.umov.business.application.model.WorkJourneyModel",102,17,16,19,17,2,1,4,7
"me.umov.business.domain.servicelocal.Address",98,19,16,20,3,0,2,1,11
"me.umov.business.domain.task.TaskActivityModel",97,17,17,18,15,3,5,4,6
"me.umov.business.taskschedule.domain.ItineraryServiceLocal",96,18,18,19,14,2,4,3,7
"me.umov.business.agent.domain.AgentAbsenceModel",95,19,19,19,11,1,0,2,9
"me.umov.business.domain.model.builder.TaskLoader",95,5,1,14,22,16,1,19,10
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter",94,5,1,32,17,12,0,14,4
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle",93,11,3,23,14,4,0,6,3
"me.umov.business.domain.client.SystemParameters",92,17,17,19,10,2,2,4,9
"me.umov.business.application.controller.workcycle.WorkCycleController",90,9,7,10,17,5,0,5,3
"me.umov.business.infrastructure.queue.analyzeRule.Rule",88,18,18,18,9,1,1,1,9
"me.umov.business.item.domain.ItemModel",88,18,18,18,10,1,4,2,8
"me.umov.business.taskschedule.domain.ItineraryService",87,8,6,13,9,7,0,9,6
"me.umov.business.recurrence.domain.RecurrenceConfiguration",86,13,13,30,2,0,7,2,4
"me.umov.business.team.domain.TeamModel",83,17,17,19,7,3,15,5,6
"me.umov.business.domain.client.Client",83,10,10,12,3,2,3,4,19
"me.umov.business.taskschedule.application.dto.RelationshipDTO",80,16,16,24,1,1,10,4,5
"me.umov.business.application.service.DistributionTask",79,11,1,17,14,9,2,11,1
"me.umov.business.taskschedule.anticorruption.relationship.AbstractItineraryRelationshipConverter",77,13,2,17,15,12,4,15,3
"me.umov.business.infrastructure.cron.RundeckRestService",74,9,3,9,18,0,0,2,4
"me.umov.business.taskschedule.specification.TaskScheduleGroupValidator",73,1,1,1,8,5,2,6,19
"me.umov.business.domain.workcycle.WorkCycleRoot",71,14,14,14,5,2,2,3,6
"me.umov.business.domain.rule.builders.SaveTaskValidationBuilder",71,1,0,1,16,11,1,12,9
"me.umov.business.domain.task.TaskItemModel",70,11,11,12,14,2,1,4,4
"me.umov.business.taskschedule.domain.ItineraryAgent",69,13,13,14,11,2,1,4,4
