"type","dep","i-dep","fan-in","fan-out"
"me.umov.business.api.TaskScheduleApi",27,4,0,4
"me.umov.business.taskschedule.domain.Itinerary",51,17,11,22
"me.umov.business.domain.task.TaskModel",41,7,38,11
"me.umov.business.application.model.dto.SaveTaskDTO",18,7,2,10
"me.umov.business.taskschedule.domain.ItinerarySchedule",33,8,32,12
"me.umov.business.domain.task.TaskService",27,14,8,16
"me.umov.business.taskschedule.application.dto.SaveTaskScheduleGroupRequest",18,5,11,8
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl",32,24,1,27
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter",27,22,2,25
"me.umov.business.infrastructure.cron.JobCreationRequestDTO",3,1,1,1
"me.umov.business.application.service.RecurrenceService",18,3,2,5
"me.umov.business.domain.task.TaskDailyResume",6,1,1,3
"me.umov.business.domain.workcycle.WorkCycleService",14,5,0,7
"me.umov.business.servicelocal.domain.ServiceLocalModel",11,3,16,5
"me.umov.business.domain.task.TaskConfigModel",14,1,3,4
"me.umov.business.activity.domain.ActivityModel",10,2,19,5
"me.umov.business.application.controller.TaskController",37,16,0,18
"me.umov.business.domain.workcycle.WorkCycle",11,3,3,4
"me.umov.business.application.model.WorkJourneyDayModel",12,1,0,3
"me.umov.business.application.model.notification.TaskNotification",17,3,2,6
"me.umov.business.application.handler.GeneralRestExceptionHandler",28,7,0,11
"me.umov.business.application.service.CustomFieldValueService",18,9,1,11
"me.umov.business.agent.domain.AgentModel",16,3,23,5
"me.umov.business.application.model.WorkJourneyModel",17,2,1,4
"me.umov.business.domain.servicelocal.Address",3,0,2,1
"me.umov.business.domain.task.TaskActivityModel",15,3,5,4
"me.umov.business.taskschedule.domain.ItineraryServiceLocal",14,2,4,3
"me.umov.business.agent.domain.AgentAbsenceModel",11,1,0,2
"me.umov.business.domain.model.builder.TaskLoader",22,16,1,19
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter",17,12,0,14
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle",14,4,0,6
"me.umov.business.domain.client.SystemParameters",10,2,2,4
"me.umov.business.application.controller.workcycle.WorkCycleController",17,5,0,5
"me.umov.business.infrastructure.queue.analyzeRule.Rule",9,1,1,1
"me.umov.business.item.domain.ItemModel",10,1,4,2
"me.umov.business.taskschedule.domain.ItineraryService",9,7,0,9
"me.umov.business.recurrence.domain.RecurrenceConfiguration",2,0,7,2
"me.umov.business.team.domain.TeamModel",7,3,15,5
"me.umov.business.domain.client.Client",3,2,3,4
"me.umov.business.taskschedule.application.dto.RelationshipDTO",1,1,10,4
"me.umov.business.application.service.DistributionTask",14,9,2,11
"me.umov.business.taskschedule.anticorruption.relationship.AbstractItineraryRelationshipConverter",15,12,4,15
"me.umov.business.infrastructure.cron.RundeckRestService",18,0,0,2
"me.umov.business.taskschedule.specification.TaskScheduleGroupValidator",8,5,2,6
"me.umov.business.domain.workcycle.WorkCycleRoot",5,2,2,3
"me.umov.business.domain.rule.builders.SaveTaskValidationBuilder",16,11,1,12
"me.umov.business.domain.task.TaskItemModel",14,2,1,4
"me.umov.business.taskschedule.domain.ItineraryAgent",11,2,1,4
"me.umov.business.recurrence.domain.RecurrenceEndsConfiguration",2,0,2,2
"me.umov.business.configuration.SwaggerConfig",16,0,0,1
"me.umov.business.taskschedule.domain.ItineraryActivity",11,2,2,3
"me.umov.business.application.model.CustomFieldValueModel",8,1,10,2
"me.umov.business.recurrence.domain.RecurrenceRepeatConfiguration",1,0,2,2
"me.umov.business.domain.task.TaskTypeModel",9,1,9,2
"me.umov.business.team.domain.TeamAgentModel",5,2,0,3
"me.umov.business.shared.application.ApiReturn",4,0,17,2
"me.umov.business.application.controller.workcycle.CreateWorkCycleRequest",4,0,0,0
"me.umov.business.application.service.BaseService",12,5,12,6
"me.umov.business.taskschedule.application.service.TaskScheduleApplicationService",13,9,1,11
"me.umov.business.infrastructure.serialization.GsonConfiguration",21,1,0,3
"me.umov.business.application.model.CustomFieldModel",10,1,2,2
"me.umov.business.application.authorization.JWTService",12,3,1,5
"me.umov.business.domain.rule.task.ShouldHaveValidRecurrenceConfiguration",15,3,0,5
"me.umov.business.application.observer.NotificationAfterSaveTask",19,11,0,15
"me.umov.business.domain.rule.task.ShouldHaveRequiredTaskConfigFields",9,4,0,7
"me.umov.business.application.controller.workcycle.SaveWorkCycleScheduleRequest",4,1,1,1
"me.umov.business.recurrence.domain.CrontabExpression",1,0,7,1
"me.umov.business.infrastructure.queue.AmazonSQSConfiguration",14,0,0,1
"me.umov.business.infrastructure.cron.RundeckSchedulerCronProvider",11,2,0,6
"me.umov.business.anticorruption.itinerary.WorkCycleScheduleConverterImpl",14,6,0,7
"me.umov.business.application.model.dto.TaskItemDTO",3,3,0,3
"me.umov.business.taskschedule.domain.ItineraryTeam",3,2,4,3
"me.umov.business.domain.rule.task.ShouldHaveAgentByRequiredTaskConfig",8,4,0,6
"me.umov.business.application.repository.custom.AgentRepositoyCustom",5,1,1,4
"me.umov.business.taskschedule.anticorruption.relationship.TeamRelationshipConverter",11,8,0,9
"me.umov.business.taskschedule.anticorruption.relationship.ActivityRelationshipConverter",11,8,0,9
"me.umov.business.application.controller.agent.AgentController",21,7,0,8
"me.umov.business.application.service.notification.TaskNotificationService",11,8,1,9
"me.umov.business.application.model.dto.AgentJourneyHoursDTO",4,1,2,2
"me.umov.business.application.model.idiom.IdiomEntry",13,2,2,3
"me.umov.business.application.controller.CronController",15,6,0,6
"me.umov.business.infrastructure.servicelocal.activity.ServiceLocalActivityEntity",3,1,0,2
"me.umov.business.domain.activityHistory.ActivityHistory",4,1,3,2
"me.umov.business.domain.rule.task.ShouldHaveValidActivitiesAssociated",12,4,0,5
"me.umov.business.application.repository.custom.task.TaskRepositoryCustomImpl",8,1,0,4
"me.umov.business.application.model.CommonCustomFieldConfig",3,1,4,1
"me.umov.business.application.model.dto.RuleRequestDTO",3,0,3,0
"me.umov.business.domain.servicelocal.ServiceLocal",2,0,4,0
"me.umov.business.taskschedule.anticorruption.relationship.ServiceLocalRelationshipConverter",11,8,0,9
"me.umov.business.shared.application.ProcessApiReturn",4,0,3,1
"me.umov.business.taskschedule.anticorruption.relationship.AgentRelationshipConverter",11,8,0,9
"me.umov.business.servicelocal.application.dto.ServiceLocalRequest",0,0,3,0
"me.umov.business.shared.exception.BusinessValidationException",8,3,19,6
"me.umov.business.domain.rule.task.ShouldValidateActivitiesPeriod",9,6,0,8
"me.umov.business.domain.model.builder.BaseLoader",8,6,1,7
"me.umov.business.infrastructure.serialization.HibernateProxyTypeAdapter",9,0,1,2
"me.umov.business.domain.generic.specification.ShouldHaveUniqueDescription",9,3,2,6
"me.umov.business.recurrence.domain.DateInterval",2,0,8,1
"me.umov.business.application.model.dto.CustomFieldValueDTO",1,1,1,1
"me.umov.business.application.model.Event",3,0,3,0
"me.umov.business.domain.rule.task.ShouldHaveScheduleInsideOfAgentJourney",10,4,0,5
"me.umov.business.taskschedule.application.dto.ItineraryServiceLocalRelationship",4,1,3,2
"me.umov.business.domain.rule.customfield.ShouldHaveValidMultimidiaURLCustomFields",9,4,1,5
"me.umov.business.application.interceptor.InterceptorConfig",9,0,0,1
"me.umov.business.application.repository.custom.task.TaskQueryBuilder",1,0,0,0
"me.umov.business.shared.domain.event.DomainEventRegistry",5,0,3,1
"me.umov.business.infrastructure.serialization.LocalDateTimeSerializationAdapter",11,0,1,3
"me.umov.business.infrastructure.jpa.workcycle.WorkCycleGeneratorImpl",8,2,0,5
"me.umov.business.infrastructure.servicelocal.ServiceLocalDAOImpl",9,4,0,5
"me.umov.business.application.controller.workcycle.CreateWorkCycleResponse",1,0,1,0
"me.umov.business.domain.rule.task.ShouldHaveValidFinalHour",7,3,0,5
"me.umov.business.domain.rule.task.ShouldValidateAgentPortfolio",8,4,0,6
"me.umov.business.domain.rule.customfield.ShouldHaveValidGeocoordinateCustomFields",8,4,1,5
"me.umov.business.infrastructure.serialization.LocalTimeSerializationAdapter",11,0,1,3
"me.umov.business.taskschedule.anticorruption.relationship.RelationshipFactory",8,4,0,5
"me.umov.business.taskschedule.api.TaskScheduleGroupController",14,5,0,5
"me.umov.business.application.controller.agent.AgentRelationship",1,0,4,1
"me.umov.business.shared.specification.domain.SpecificationResult",4,0,24,0
"me.umov.business.domain.rule.customfield.ShouldHaveRequiredCustomFields",7,4,1,5
"me.umov.business.taskschedule.domain.ItineraryCronService",5,2,1,2
"me.umov.business.taskschedule.domain.ItineraryScheduleCronService",5,2,3,2
"me.umov.business.anticorruption.servicelocal.ServiceLocalConverterImpl",7,5,0,6
"me.umov.business.application.repository.custom.ActivityRepositoryImpl",8,1,0,2
"me.umov.business.application.model.dto.AgentTaskDTO",1,0,1,0
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskScheduleCreateConverter",6,3,0,5
"me.umov.business.domain.rule.task.ShouldHaveValidInitialDate",7,3,0,4
"me.umov.business.application.service.IntegrationService",8,5,7,8
"me.umov.business.application.controller.workcycle.ReplaceWorkCycleServiceLocalRequest",0,0,0,0
"me.umov.business.servicelocal.application.dto.ServiceLocalRelationship",1,0,1,0
"me.umov.business.domain.rule.task.ShouldHaveOneAgentWhenOnlyOneAgentTeam",8,5,0,6
"me.umov.business.domain.rule.task.ShouldHaveNoTaskInDate",8,5,0,6
"me.umov.business.infrastructure.jpa.LocalTimeConverter",6,0,0,2
"me.umov.business.application.model.toggle.FeatureToggle",2,1,2,2
"me.umov.business.domain.rule.task.ShouldHaveServiceLocal",7,4,0,5
"me.umov.business.application.interceptor.JWTAuthorizationInterceptor",8,1,0,3
"me.umov.business.taskschedule.specification.ShouldServiceLocalHaveFinalHourGreaterThenInitialHour",14,6,0,8
"me.umov.business.application.controller.ServiceLocalController",13,5,0,5
"me.umov.business.application.controller.team.TeamRelationship",2,1,4,3
"me.umov.business.shared.exception.DeleteException",5,1,3,4
"me.umov.business.infrastructure.cron.RundeckRestConfiguration",10,1,0,3
"me.umov.business.domain.rule.task.ShouldHaveValidAgent",7,4,0,5
"me.umov.business.domain.rule.task.ShouldHaveValidTeam",7,4,0,5
"me.umov.business.domain.rule.task.ShouldHaveValidTaskType",7,4,0,5
"me.umov.business.shared.specification.rule.RuleMessage",3,0,38,0
"me.umov.business.application.controller.activity.ActivityRelationship",1,0,4,1
"me.umov.business.domain.rule.task.ShouldHaveTeamExecutionWhenTeamIsSelected",7,4,0,5
"me.umov.business.domain.rule.task.ShouldHaveValidFinalDate",6,3,0,4
"me.umov.business.application.controller.TaskTypeController",10,3,0,4
"me.umov.business.application.service.DistributionIdleAgent",9,6,0,7
"me.umov.business.application.model.idiom.Idiom",8,1,2,2
"me.umov.business.application.controller.activityhistory.ActivityHistoryController",7,3,0,3
"me.umov.business.shared.application.RequestUserData",4,0,20,0
"me.umov.business.shared.specification.domain.BaseValidator",4,1,2,2
"me.umov.business.domain.rule.task.ShouldInitiateToday",7,3,1,4
"me.umov.business.domain.rule.task.ShouldBeActive",7,3,1,4
"me.umov.business.domain.rule.task.ShouldHaveTaskModel",6,3,0,4
"me.umov.business.domain.rule.task.ShouldBeInPreparation",7,3,1,4
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskScheduleConverterFactory",7,4,0,5
"me.umov.business.taskschedule.specification.ShouldLoadAllActivities",8,4,0,5
"me.umov.business.domain.rule.task.ShouldHaveTeam",6,3,1,4
"me.umov.business.domain.rule.task.ShouldNotHaveAgent",6,3,1,4
"me.umov.business.shared.specification.domain.SpecificationException",4,1,5,2
"me.umov.business.shared.specification.rule.ValidationRules",5,2,2,3
"me.umov.business.taskschedule.domain.TaskScheduleDomainService",4,2,0,4
"me.umov.business.infrastructure.serialization.LocalDateSerializationAdapter",9,0,1,3
