"method","loc","cyclo","calls","nbd","param"
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setClientId(Long clientId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setExtension(String extension)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setId(Long id)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setImage(byte[] image)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setNumber(Long number)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setSize(int size)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setStatus(Character status)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.setType(String type)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.agent.Agent.setClientId(long clientId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.agent.Agent.setId(long id)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.client.Client.setId(long id)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.setActivityId(Long activityId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.setClientId(Long clientId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.setHistoryId(Long historyId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.setOriginType(String originType)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.setStatus(Character status)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setActivityId(long activityId)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setCode(long code)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setContent(byte[] content)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setIdentifier(String identifier)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setPartBlock(long partBlock)",2,1,0,0,1
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.setTaskId(long taskId)",2,1,0,0,1
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getActivityId()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getCode()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getExtension()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getIdentifier()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getTaskId()",2,1,0,0,0
