"type","dep","i-dep","fan-in","fan-out"
"org.sonar.ce.task.projectanalysis.issue.IntegrateIssuesVisitorTest",58,37,0,38
"org.sonar.server.measure.ws.SearchHistoryAction",44,16,1,25
"org.sonar.server.usergroups.ws.AddUserActionTest",27,15,0,16
"org.sonar.ce.task.projectanalysis.step.NewCoverageMeasuresStepTest",35,13,0,14
"org.sonar.ce.task.projectanalysis.qualitymodel.SecurityReviewMeasuresVisitorTest",39,10,0,11
"org.sonar.db.measure.ProjectMeasuresIndexerIterator",28,5,2,20
"org.sonar.ce.task.projectanalysis.duplication.DuplicationMeasuresTest",23,4,0,5
"org.sonar.scanner.protocol.output.ScannerReportReaderTest",16,1,0,1
"org.sonarqube.ws.client.permissions.PermissionsService",15,5,2,6
"org.sonar.server.qualityprofile.QProfileFactoryImplTest",37,21,0,22
"org.sonar.db.event.EventComponentChangeDaoTest",17,3,0,4
"org.sonar.server.tester.AttributeHolderServletContextTest",14,0,0,1
"org.sonar.ce.task.projectanalysis.step.QualityGateMeasuresStepTest",42,20,0,24
"org.sonar.scanner.protocol.output.ScannerReportWriterTest",15,2,0,2
"org.sonar.server.permission.ws.SearchProjectPermissionsAction",42,17,1,22
"org.sonar.server.config.ConfigurationProviderTest",12,4,0,5
"org.sonar.server.user.ws.GroupsActionTest",29,13,0,14
"org.sonar.server.platform.db.migration.version.v81.MigrateGithubAlmSettings",18,8,1,15
"org.sonar.server.plugins.ServerPluginRepository",35,9,13,17
"org.sonar.server.duplication.ws.ShowResponseBuilderTest",15,5,0,6
"org.sonar.db.ce.CeActivityDto",7,2,38,5
"org.sonar.server.measure.ws.ComponentAction",54,16,2,26
"org.sonar.server.rule.RuleUpdater",34,14,4,21
"org.sonar.scanner.report.ReportPublisherTest",39,16,0,16
"org.sonar.api.server.rule.RulesDefinition",24,4,23,10
"org.sonar.server.notification.ws.RemoveActionTest",34,17,0,19
"org.sonar.server.ce.queue.ReportSubmitterTest",50,20,0,21
"org.sonar.server.webhook.WebhookQGChangeEventListenerTest",45,14,0,19
"org.sonar.server.usergroups.ws.DeleteActionTest",31,19,0,21
"org.sonar.db.metric.MetricDaoTest",19,5,0,6
"org.sonar.server.webhook.WebhookPayloadFactoryImplTest",19,7,0,8
"org.sonar.server.authentication.JwtHttpHandlerTest",32,6,0,7
"org.sonar.scanner.mediumtest.scm.ScmMediumTest",25,6,0,8
"org.sonar.server.rule.index.RuleQuery",10,3,115,5
"org.sonar.server.permission.UserPermissionChangerTest",30,11,0,12
"org.sonar.scanner.bootstrap.PluginFilesTest",37,3,0,7
"org.sonar.server.projectanalysis.ws.SearchResponseBuilder",25,5,1,9
"org.sonar.ce.task.projectanalysis.component.CrawlerDepthLimitTest",20,0,0,1
"org.sonar.server.rule.index.RuleIndexerTest",43,12,0,13
"org.sonar.api.config.internal.Settings",17,3,25,20
"org.sonar.server.qualityprofile.ws.CreateActionTest",48,33,0,39
"org.sonar.api.server.rule.RulesDefinitionXmlLoaderTest",13,3,0,7
"org.sonar.server.issue.index.IssueIndexSecurityReportsTest",38,14,0,15
"org.sonar.ce.task.projectanalysis.container.ProjectAnalysisTaskContainerPopulator",121,118,5,120
"org.sonar.db.component.ComponentTesting",17,5,91,7
"org.sonar.ce.task.step.ComputationStepExecutorTest",22,3,0,9
"org.sonar.server.permission.ws.template.TemplateUsersActionTest",38,20,0,24
"org.sonar.scanner.report.ReportPublisher",39,17,14,24
"org.sonar.ce.task.projectanalysis.issue.TrackerRawInputFactory",32,16,3,19
"org.sonar.server.issue.notification.IssuesChangesNotificationSerializer",18,1,15,9
"org.sonar.server.permission.ws.SearchProjectPermissionsActionTest",32,15,0,19
"org.sonar.server.issue.ws.AssignActionTest",42,26,0,27
"org.sonar.server.component.ComponentUpdaterTest",29,15,0,15
"org.sonar.process.logging.LogbackHelper",37,3,20,10
"org.sonar.server.measure.index.ProjectMeasuresIndexerTest",40,14,0,15
"org.sonar.ce.taskprocessor.CeWorkerImpl",29,10,5,23
"org.sonar.duplications.index.PackedMemoryCloneIndex",9,3,7,9
"org.sonar.db.newcodeperiod.NewCodePeriodDaoTest",11,4,0,5
"org.sonar.auth.saml.SamlIdentityProviderTest",23,6,0,14
"org.sonar.ce.task.projectanalysis.issue.RuleRepositoryImplTest",31,12,0,13
"org.sonar.server.qualityprofile.ws.ExportActionTest",33,19,0,21
"org.sonar.ce.task.projectanalysis.source.linereader.HighlightingLineReaderTest",29,2,0,3
"org.sonar.server.tester.UserSessionRule",18,6,261,9
"org.sonar.db.rule.RuleTesting",25,8,28,10
"org.sonar.ce.notification.ReportAnalysisFailureNotificationExecutionListenerTest",41,18,0,19
"org.sonar.server.issue.index.IssueDoc",14,5,4,8
"org.sonar.ce.task.projectanalysis.measure.MeasureDtoToMeasureTest",14,3,0,4
"org.sonar.server.measure.index.ProjectMeasuresIndexTextSearchTest",29,11,0,12
"org.sonar.server.authentication.OAuth2CallbackFilterTest",27,9,0,14
"org.sonar.server.projectlink.ws.CreateActionTest",29,16,0,19
"org.sonar.server.qualityprofile.ws.CopyActionTest",34,23,0,27
"org.sonar.server.user.ws.UpdateActionTest",30,20,0,22
"org.sonar.server.projectanalysis.ws.CreateEventActionTest",41,17,0,20
"org.sonar.api.batch.fs.internal.fs.FileMetadataTest",23,6,0,10
"org.sonar.server.badge.ws.QualityGateActionTest",31,13,0,15
"org.sonar.server.qualityprofile.RuleActivationContext",23,8,1,12
"org.sonar.server.ce.ws.AnalysisStatusActionTest",28,14,0,17
"org.sonar.core.util.DefaultHttpDownloaderTest",43,4,0,9
"org.sonar.scanner.qualitygate.QualityGateCheckTest",29,9,0,12
"org.sonar.application.command.CommandFactoryImplTest",24,6,0,7
"org.sonar.ce.task.projectanalysis.issue.IssueCounter",56,9,2,16
"org.sonar.server.ce.queue.BranchReportSubmitterTest",56,17,0,18
"org.sonar.api.batch.fs.internal.fs.DefaultInputFileTest",30,8,0,12
"org.sonar.core.util.logs.DefaultProfiler",7,2,1,8
"org.sonar.server.issue.workflow.IssueWorkflowForSecurityHotspotsTest",33,7,0,8
"org.sonar.server.qualityprofile.ws.AddGroupActionTest",27,17,0,18
"org.sonar.db.qualityprofile.QProfileEditGroupsDaoTest",18,6,0,6
"org.sonar.scanner.sensor.DefaultSensorStorageTest",45,28,0,28
"org.sonar.server.component.ws.ProjectMeasuresQueryFactoryTest",22,2,0,2
"org.sonar.ce.task.projectanalysis.source.linereader.SymbolsLineReaderTest",15,2,0,3
