"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",2.0,10.0,9.533007334963326,3.0,0.0,164.0,164.0,19.267503356090618,22.0,30.0
"CYCLO",1.0,2.0,1.7163814180929096,1.0,1.0,14.0,13.0,1.810793666581314,3.5,10.0
"CALLS",0.0,6.0,4.992665036674817,2.0,0.0,99.0,99.0,10.325624828813194,15.0,5.0
"NBD",0.0,2.0,1.7017114914425429,1.0,0.0,7.0,7.0,1.8070825086438158,5.0,3.0
"PARAM",0.0,1.0,0.863080684596577,1.0,0.0,6.0,6.0,0.8308426781510354,2.5,4.0
