"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"net.sourceforge.pmd.lang.java.qname.ImmutableList",362,69,60,102,13,1,0,16,6
"net.sourceforge.pmd.util.database.DBURITest",354,38,37,42,8,0,0,3,25
"net.sourceforge.pmd.lang.rule.AbstractRule",352,60,57,74,11,8,14,16,17
"net.sourceforge.pmd.lang.xml.XmlParserTest",349,17,12,19,19,8,0,12,3
"net.sourceforge.pmd.lang.java.rule.design.LawOfDemeterRule",338,28,9,84,27,21,0,28,26
"net.sourceforge.pmd.lang.plsql.rule.design.CyclomaticComplexityRule",321,22,21,55,28,15,0,21,13
"net.sourceforge.pmd.PMD",320,17,15,42,46,29,105,35,6
"net.sourceforge.pmd.util.StringUtil",318,26,25,94,6,0,15,10,1
"net.sourceforge.pmd.RuleSetWriter",308,21,3,57,31,6,4,12,6
"net.sourceforge.pmd.lang.java.dfa.StatementAndBraceFinder",304,18,15,63,31,28,2,31,3
"net.sourceforge.pmd.lang.java.symboltable.TypeSet",303,35,32,65,10,2,10,14,12
"net.sourceforge.pmd.lang.java.rule.performance.InsufficientStringBufferDeclarationRule",303,12,1,77,28,23,0,28,2
"net.sourceforge.pmd.lang.java.symboltable.ClassScopeTest",301,25,25,32,19,9,0,10,19
"net.sourceforge.pmd.lang.java.typeresolution.typedefinition.JavaTypeDefinitionSimple",300,33,28,72,17,0,2,8,8
"net.sourceforge.pmd.lang.plsql.rule.design.NPathComplexityRule",299,20,19,48,27,11,0,16,2
"net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule",299,16,2,85,25,19,0,22,0
"net.sourceforge.pmd.lang.dfa.Linker",297,10,2,74,5,2,2,6,6
"net.sourceforge.pmd.lang.vm.util.VelocityCharStream",295,24,21,52,1,0,2,4,16
"net.sourceforge.pmd.lang.ecmascript.rule.AbstractEcmascriptRule",290,54,53,55,62,60,4,64,3
"net.sourceforge.pmd.lang.java.typeresolution.visitors.PMDASMVisitor",278,44,38,64,13,0,1,9,11
"net.sourceforge.pmd.properties.PropertyDescriptorTest",278,21,18,19,25,4,0,7,3
"net.sourceforge.pmd.lang.java.dfa.AcceptanceTest",277,32,31,35,7,3,0,4,56
"net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule",274,13,2,75,33,27,0,31,3
"net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule",274,11,4,78,30,23,0,28,6
"net.sourceforge.pmd.lang.dfa.pathfinder.DAAPathFinder",269,22,4,69,3,1,3,4,8
"net.sourceforge.pmd.lang.rule.AbstractDelegateRule",264,60,60,60,13,9,1,10,1
"net.sourceforge.pmd.util.database.DBType",263,18,17,69,10,0,7,8,12
"net.sourceforge.pmd.Report",261,45,44,65,20,7,60,21,18
"net.sourceforge.pmd.typeresolution.TypeInferenceTest",260,26,21,26,27,10,0,12,8
"net.sourceforge.pmd.RuleSetReferenceIdTest",258,30,29,30,20,1,0,3,1
"net.sourceforge.pmd.util.database.DBURI",257,32,29,60,11,0,44,6,18
"net.sourceforge.pmd.lang.rule.RuleReference",255,40,37,74,14,6,11,9,13
"net.sourceforge.pmd.cache.FileAnalysisCacheTest",255,22,21,23,24,2,0,6,6
"net.sourceforge.pmd.dcd.asm.TypeSignatureVisitor",252,27,22,62,6,1,3,5,12
"net.sourceforge.pmd.util.designer.DFAPanel",250,16,9,46,22,5,1,12,10
"net.sourceforge.pmd.lang.apex.ast.TestAccessEvaluator",249,46,46,49,14,0,1,4,21
"net.sourceforge.pmd.lang.vm.rule.AbstractVmRule",243,47,46,48,51,17,8,21,0
"net.sourceforge.pmd.cli.PMDParameters",243,30,30,42,13,3,5,10,26
"net.sourceforge.pmd.rules.RuleFactory",242,13,2,56,24,5,1,13,15
"net.sourceforge.pmd.lang.java.ast.ParserCornersTest",241,25,24,28,19,4,0,7,3
"net.sourceforge.pmd.lang.java.ast.SimpleNodeTest",240,23,22,31,16,2,0,3,15
"com.concurrent_ruby.ext.SynchronizationLibrary",239,24,21,29,18,0,1,7,7
"net.sourceforge.pmd.lang.java.ast.JDKVersionTest",237,49,48,50,15,0,0,2,0
"net.sourceforge.pmd.lang.ast.xpath.DocumentNavigator",237,39,29,35,8,2,5,6,1
"net.sourceforge.pmd.cpd.CsTokenizer",237,7,7,69,7,0,2,8,7
"net.sourceforge.pmd.docs.DeadLinksChecker",236,8,2,35,31,0,1,19,11
"net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule",234,13,4,49,34,26,0,31,7
"net.sourceforge.pmd.util.database.DBMSMetadata",234,12,9,47,16,0,7,5,10
"net.sourceforge.pmd.ant.internal.PMDTaskImpl",232,12,7,30,40,24,1,29,10
"net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule",229,13,6,84,18,12,0,15,2
"net.sourceforge.pmd.properties.AbstractPropertyDescriptorTester",228,36,17,45,14,1,7,7,9
"net.sourceforge.pmd.cpd.CPPTokenizerTest",226,34,31,35,12,1,0,4,6
"net.sourceforge.pmd.lang.java.qname.QualifiedNameResolver",226,18,8,44,26,19,2,26,9
"net.sourceforge.pmd.cpd.JavaTokensTokenizerTest",225,17,17,17,6,1,0,2,0
"net.sourceforge.pmd.lang.java.rule.bestpractices.MissingOverrideRule",224,14,7,59,22,10,0,25,4
"net.sourceforge.pmd.cpd.JavaTokenizer",222,21,10,71,13,6,20,15,21
"net.sourceforge.pmd.lang.java.metrics.SigMaskTest",221,7,7,43,16,9,0,9,2
"net.sourceforge.pmd.lang.java.ast.DumpFacade",220,4,2,77,5,0,1,5,2
"net.sourceforge.pmd.lang.apex.rule.security.ApexSOQLInjectionRule",218,8,2,64,20,13,0,17,14
"net.sourceforge.pmd.document.DocumentFileTest",216,15,13,21,14,0,0,4,3
"net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryModifierRule",213,17,10,63,22,17,0,21,1
"net.sourceforge.pmd.lang.plsql.rule.codestyle.CodeFormatRule",212,14,10,52,21,8,0,11,2
"net.sourceforge.pmd.lang.ecmascript.ast.EcmascriptTreeBuilder",212,9,4,20,61,2,1,8,6
"net.sourceforge.pmd.ant.PMDTask",210,45,43,55,10,1,1,6,19
"net.sourceforge.pmd.lang.apex.rule.security.ApexXSSFromURLParamRule",209,14,7,50,14,11,0,15,17
"net.sourceforge.pmd.PMDConfiguration",208,48,48,59,15,10,31,15,21
"net.sourceforge.pmd.lang.java.ast.CommentUtilTest",206,22,22,26,6,0,0,4,0
"com.concurrent_ruby.ext.JRubyMapBackendLibrary",205,29,24,50,14,2,1,6,5
"net.sourceforge.pmd.lang.java.rule.documentation.CommentRequiredRule",205,20,11,35,20,13,1,18,14
"net.sourceforge.pmd.RuleSetReferenceId",205,15,9,53,9,1,19,7,5
"net.sourceforge.pmd.lang.ecmascript.ast.EcmascriptParserVisitorAdapter",204,50,50,50,0,0,0,2,0
"net.sourceforge.pmd.properties.PropertyBuilder",204,31,27,38,12,2,2,14,12
"net.sourceforge.pmd.renderers.YAHTMLRenderer",204,17,13,32,14,3,1,10,8
"net.sourceforge.pmd.lang.java.rule.codestyle.VariableNamingConventionsRule",204,13,7,44,17,14,0,19,24
"net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule",204,10,5,55,26,23,0,28,5
"net.sourceforge.pmd.lang.java.rule.multithreading.DoubleCheckedLockingRule",204,9,4,69,25,23,0,27,1
"net.sourceforge.pmd.lang.java.metrics.SignatureTest",203,11,11,19,20,10,0,10,0
"net.sourceforge.pmd.AbstractRuleTest",202,19,19,19,17,9,0,13,4
"net.sourceforge.pmd.lang.java.rule.design.StdCyclomaticComplexityRule",202,17,16,39,23,20,2,25,11
"net.sourceforge.pmd.cpd.CPDTask",199,22,16,37,18,1,0,10,18
"net.sourceforge.pmd.lang.apex.rule.codestyle.VariableNamingConventionsRule",199,14,8,37,14,9,0,13,22
"net.sourceforge.pmd.lang.ast.xpath.saxon.AbstractNodeInfo",196,40,39,44,16,0,3,5,0
"net.sourceforge.pmd.lang.java.rule.errorprone.AvoidDuplicateLiteralsRule",193,9,6,32,25,10,1,17,12
"net.sourceforge.pmd.lang.plsql.symboltable.ScopeAndDeclarationFinder",192,19,13,31,23,13,1,18,2
"net.sourceforge.pmd.lang.java.rule.bestpractices.GuardLogStatementRule",191,11,4,52,21,15,0,21,5
"net.sourceforge.pmd.ant.Formatter",190,17,11,32,22,3,4,8,7
"net.sourceforge.pmd.lang.java.rule.codestyle.LinguisticNamingRule",190,15,4,50,17,9,0,14,10
"net.sourceforge.pmd.renderers.HTMLRenderer",190,11,6,30,11,4,3,10,7
"net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule",190,10,2,61,22,19,0,22,0
"net.sourceforge.pmd.lang.java.ParserTstUtil",189,31,30,35,22,7,10,17,2
"net.sourceforge.pmd.lang.java.metrics.impl.internal.NcssVisitor",189,27,27,32,36,33,1,34,1
"net.sourceforge.pmd.RuleReferenceTest",189,5,4,5,11,6,0,7,0
"net.sourceforge.pmd.lang.java.SuppressWarningsTest",188,19,19,21,10,8,0,10,18
"net.sourceforge.pmd.properties.ValueParserConstants",187,19,15,6,14,1,1,13,11
"net.sourceforge.pmd.ConfigurationTest",184,19,19,19,16,5,0,10,0
"net.sourceforge.pmd.lang.java.symboltable.JavaNameOccurrence",181,23,19,55,14,14,32,17,9
"net.sourceforge.pmd.util.CollectionUtil",181,17,16,49,11,0,13,11,2
"net.sourceforge.pmd.cache.AbstractAnalysisCache",180,13,9,31,28,5,1,13,8
"net.sourceforge.pmd.lang.dfa.SequenceChecker",180,11,11,27,4,0,1,4,9
"net.sourceforge.pmd.dcd.UsageNodeVisitor",179,24,21,51,9,7,1,14,9
"net.sourceforge.pmd.lang.vm.ast.VmParserVisitorAdapter",176,43,43,43,0,0,1,2,0
"net.sourceforge.pmd.benchmark.TimeTracker",176,21,18,33,8,0,7,12,15
"net.sourceforge.pmd.lang.apex.rule.security.Helper",176,18,1,33,29,19,0,23,1
"net.sourceforge.pmd.lang.rule.xpath.JaxenXPathRuleQuery",176,8,3,33,27,3,2,8,5
"net.sourceforge.pmd.lang.java.ast.ASTLiteral",175,22,19,70,3,0,33,9,5
"net.sourceforge.pmd.util.database.DBMSMetadataTest",175,8,6,15,15,0,0,5,9
"net.sourceforge.pmd.lang.xml.rule.AbstractDomXmlRuleTest",174,17,5,21,26,7,0,12,1
"net.sourceforge.pmd.lang.xml.ast.XmlNodeWrapper",172,33,33,36,13,4,2,9,3
"net.sourceforge.pmd.lang.apex.rule.design.StdCyclomaticComplexityRule",172,18,17,34,19,16,1,21,10
"com.concurrent_ruby.ext.jsr166e.Striped64",172,12,5,43,1,0,1,11,15
"net.sourceforge.pmd.lang.java.rule.errorprone.InvalidSlf4jMessageFormatRule",172,10,2,40,33,23,0,29,3
"net.sourceforge.pmd.lang.java.typeresolution.typeinference.BoundOrConstraint",171,31,31,49,3,1,3,3,5
"net.sourceforge.pmd.lang.java.symboltable.ScopeAndDeclarationFinder",171,22,16,31,23,21,2,24,2
"net.sourceforge.pmd.document.DocumentOperationsApplierForNonOverlappingRegionsWithDocumentFileTest",170,11,8,18,14,0,0,3,4
"net.sourceforge.pmd.lang.java.rule.XPathRuleTest",169,9,8,10,31,24,0,26,4
"net.sourceforge.pmd.cpd.SourceCode",167,23,20,35,12,1,69,6,10
"net.sourceforge.pmd.lang.java.metrics.impl.visitors.NcssBaseVisitor",166,25,25,28,29,28,1,29,1
"net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidUsingHardCodedIPRule",166,9,5,44,12,5,0,11,12
"net.sourceforge.pmd.lang.ecmascript.ast.DumpFacade",166,3,2,61,6,1,2,3,2
"net.sourceforge.pmd.lang.xml.ast.AbstractDomNodeProxy",165,38,37,38,7,1,1,2,1
"net.sourceforge.pmd.lang.java.symboltable.TypeSetTest",165,27,26,27,7,2,0,5,1
"net.sourceforge.pmd.lang.rule.xpath.SaxonXPathRuleQuery",164,9,3,31,32,6,3,12,5
"net.sourceforge.pmd.rules.RuleBuilder",163,20,15,39,11,6,1,10,16
"net.sourceforge.pmd.cpd.CPDCommandLineInterface",163,9,4,29,16,4,1,12,6
"net.sourceforge.pmd.lang.ast.AbstractNodeTest",161,16,9,27,13,2,0,7,5
"net.sourceforge.pmd.RuleSetFactoryCompatibility",160,15,12,25,12,0,6,4,8
"net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedImportsRule",160,8,4,37,20,15,0,21,6
"net.sourceforge.pmd.lang.plsql.symboltable.ClassScope",159,13,10,43,15,8,2,15,3
"net.sourceforge.pmd.lang.java.typeresolution.typedefinition.JavaTypeDefinitionUpper",158,30,26,39,5,0,2,5,1
"null.ParserCornerCases18",157,31,24,29,10,0,0,10,2
"net.sourceforge.pmd.lang.java.rule.design.SimplifyBooleanReturnsRule",156,12,2,49,10,10,0,12,0
"null.ParserCornerCases",155,29,29,12,0,0,0,9,2
"net.sourceforge.pmd.renderers.TextColorRenderer",155,8,3,23,13,4,0,12,11
"net.sourceforge.pmd.util.viewer.gui.MainFrame",154,6,3,15,23,8,1,15,11
"net.sourceforge.pmd.jaxen.DocumentNavigatorTest",153,17,17,17,24,13,0,18,7
"net.sourceforge.pmd.lang.xml.XmlParserOptions",152,22,22,32,9,3,19,6,17
"net.sourceforge.pmd.lang.java.AbstractJavaHandler",151,24,24,15,37,31,1,34,1
"net.sourceforge.pmd.benchmark.Benchmarker",151,9,5,32,28,17,0,21,1
"net.sourceforge.pmd.renderers.CodeClimateRenderer",149,10,3,28,16,5,1,9,8
"net.sourceforge.pmd.lang.plsql.rule.design.AbstractNcssCountRule",147,20,18,29,24,6,2,12,2
"net.sourceforge.pmd.lang.apex.SuppressWarningsTest",147,15,15,16,8,6,0,8,14
"net.sourceforge.pmd.renderers.XMLRenderer",147,9,6,22,11,6,3,11,3
"net.sourceforge.pmd.properties.AbstractPropertySource",145,20,15,34,9,1,2,4,2
"net.sourceforge.pmd.lang.rule.ParametricRuleViolation",144,19,15,36,7,6,22,10,12
"net.sourceforge.pmd.lang.jsp.rule.AbstractJspRule",143,27,26,28,31,29,3,33,0
"net.sourceforge.pmd.properties.builders.PropertyDescriptorBuilderConversionWrapper",142,22,5,27,10,4,20,13,3
"net.sourceforge.pmd.processor.MultiThreadProcessorTest",142,16,15,18,23,12,0,22,11
"net.sourceforge.pmd.RuleSetSchemaTest",142,16,14,17,27,0,0,9,6
"net.sourceforge.pmd.lang.java.symboltable.AcceptanceTest",142,10,10,14,19,12,0,13,7
"net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule",142,6,1,46,20,18,0,21,0
"net.sourceforge.pmd.lang.java.ast.Java10Test",141,12,11,12,14,2,0,4,0
"net.sourceforge.pmd.lang.plsql.dfa.StatementAndBraceFinderTest",141,8,8,8,17,10,0,11,8
"net.sourceforge.pmd.lang.java.rule.bestpractices.PreserveStackTraceRule",141,6,1,38,21,17,0,20,1
"net.sourceforge.pmd.lang.java.ast.ASTFieldDeclaration",140,23,21,46,4,3,44,8,1
"net.sourceforge.pmd.lang.apex.rule.documentation.ApexDocRule",140,9,6,28,16,11,0,16,11
"net.sourceforge.pmd.lang.xml.ast.DOMLineNumbers",140,6,2,34,9,1,1,3,3
"net.sourceforge.pmd.cli.PMDCommandLineInterface",139,15,7,27,9,6,1,12,5
"net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclarationTest",139,13,13,14,12,5,0,6,10
"net.sourceforge.pmd.lang.java.symboltable.SimpleTypedNameDeclaration",139,10,8,64,3,0,15,6,4
"net.sourceforge.pmd.lang.dfa.report.ReportTree",137,10,7,33,2,1,1,6,4
"net.sourceforge.pmd.renderers.SummaryHTMLRendererTest",135,9,8,9,13,7,0,10,0
"null.ParserCornerCases17",135,9,9,18,11,0,0,10,0
"net.sourceforge.pmd.lang.java.rule.errorprone.BrokenNullCheckRule",135,5,1,34,18,15,0,19,0
"net.sourceforge.pmd.lang.xml.XmlParserOptionsTest",135,5,5,7,9,3,0,4,0
"net.sourceforge.pmd.lang.plsql.symboltable.TypeSet",134,18,17,26,6,0,0,7,7
"net.sourceforge.pmd.lang.java.rule.design.SignatureDeclareThrowsExceptionRule",134,13,6,38,15,12,0,17,2
"net.sourceforge.pmd.RuleSetFactoryCompatibilityTest",134,9,8,8,8,1,0,3,2
"net.sourceforge.pmd.cpd.EcmascriptTokenizerTest",134,9,7,9,6,1,0,3,0
"net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId",132,27,24,39,4,3,49,6,3
"net.sourceforge.pmd.lang.LanguageRegistry",132,13,12,31,10,0,79,7,2
"net.sourceforge.pmd.lang.ecmascript.ast.EcmascriptParserTest",132,10,9,13,16,6,0,11,0
"com.concurrent_ruby.ext.JavaSemaphoreLibrary",131,21,17,27,13,0,1,2,2
"net.sourceforge.pmd.lang.java.rule.design.AbstractNcssCountRule",131,19,17,25,23,23,3,27,1
"com.concurrent_ruby.ext.AtomicReferenceLibrary",131,15,12,20,14,0,1,5,6
"net.sourceforge.pmd.lang.ast.xpath.saxon.ElementNode",131,13,13,34,11,1,4,3,6
"net.sourceforge.pmd.lang.java.metrics.impl.visitors.NpathBaseVisitor",131,12,10,23,17,15,2,17,1
"net.sourceforge.pmd.cpd.CPD",130,15,12,24,18,4,8,8,7
"com.concurrent_ruby.ext.jsr166e.nounsafe.Striped64",130,10,4,42,3,0,1,8,13
"net.sourceforge.pmd.lang.java.rule.bestpractices.ArrayIsStoredDirectlyRule",129,7,3,35,17,15,0,18,0
"net.sourceforge.pmd.cpd.XMLRendererTest",129,6,5,10,14,1,0,8,1
"net.sourceforge.pmd.lang.java.ast.AbstractJavaAccessNode",128,31,29,32,0,0,8,3,1
"net.sourceforge.pmd.lang.java.ast.ASTLiteralTest",128,15,15,15,7,1,0,1,7
"net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule",127,8,3,36,19,16,0,19,1
"net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveAppendsShouldReuseRule",127,5,1,34,18,16,0,20,0
"net.sourceforge.pmd.lang.java.rule.errorprone.DataflowAnomalyAnalysisRule",126,10,6,30,18,12,0,16,8
"net.sourceforge.pmd.lang.vf.rule.AbstractVfRule",125,22,21,24,27,25,2,29,0
"net.sourceforge.pmd.lang.java.rule.JavaRuleViolation",124,7,3,33,21,19,11,22,0
"net.sourceforge.pmd.util.log.AntLogHandler",124,6,5,24,13,0,1,6,4
"net.sourceforge.pmd.document.DocumentFile",123,15,6,20,15,0,18,7,7
"net.sourceforge.pmd.lang.java.rule.AbstractJUnitRule",123,11,2,41,12,11,4,14,6
"net.sourceforge.pmd.renderers.AbstractRendererTst",122,22,17,22,13,9,13,10,0
"net.sourceforge.pmd.renderers.YAHTMLRendererTest",122,14,9,18,23,9,0,13,1
"net.sourceforge.pmd.renderers.VBHTMLRenderer",122,7,5,19,6,3,1,6,1
"net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule",122,5,2,44,17,15,0,18,0
"net.sourceforge.pmd.RuleSets",121,18,18,36,9,2,19,3,2
"net.sourceforge.pmd.dcd.ClassLoaderUtil",121,12,9,27,3,0,6,6,2
"net.sourceforge.pmd.benchmark.TextReport",121,4,3,19,9,1,1,7,3
"net.sourceforge.pmd.lang.vm.ast.AbstractVmNode",120,21,21,37,4,1,14,5,7
"net.sourceforge.pmd.util.designer.CreateXMLRulePanel",120,3,2,5,12,1,1,7,6
"net.sourceforge.pmd.lang.java.rule.design.SingularFieldRule",120,3,2,32,19,17,0,20,2
"net.sourceforge.pmd.lang.plsql.AbstractPLSQLParserTst",119,13,13,16,21,7,25,15,2
"net.sourceforge.pmd.lang.plsql.dfa.VariableAccessVisitor",119,10,5,30,23,16,1,18,0
"net.sourceforge.pmd.renderers.CSVRenderer",118,17,14,15,13,5,3,8,7
"net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule",118,5,3,40,15,11,0,16,0
"net.sourceforge.pmd.SourceCodeProcessor",117,11,3,18,17,10,5,12,1
"net.sourceforge.pmd.lang.java.rule.design.CouplingBetweenObjectsRule",117,11,7,25,18,15,0,19,3
"net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule",117,8,3,42,22,17,0,22,1
"net.sourceforge.pmd.lang.apex.rule.security.ApexOpenRedirectRule",117,7,2,32,15,12,0,16,2
"net.sourceforge.pmd.lang.rule.AbstractRuleChainVisitor",117,7,2,25,18,7,10,12,3
"net.sourceforge.pmd.cache.CachedRuleViolation",116,16,12,17,5,2,1,4,12
"net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule",116,6,1,34,23,19,0,21,1
"net.sourceforge.pmd.lang.java.typeresolution.typedefinition.JavaTypeDefinition",115,38,35,50,8,0,20,5,2
"net.sourceforge.pmd.lang.java.multifile.signature.JavaOperationSignature",114,12,5,28,17,10,8,15,5
"net.sourceforge.pmd.lang.dfa.report.ReportHTMLPrintVisitor",114,8,2,16,8,2,0,8,5
"net.sourceforge.pmd.cpd.CsTokenizerTest",113,15,14,15,5,0,0,1,2
"net.sourceforge.pmd.lang.apex.ast.ApexParserTest",113,10,7,14,13,1,1,4,1
"net.sourceforge.pmd.cpd.TokenEntry",112,18,14,21,5,0,25,7,11
"net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration",112,18,17,27,11,11,35,14,0
"net.sourceforge.pmd.lang.java.ast.AccessNodeTest",112,15,15,15,5,0,0,1,1
"net.sourceforge.pmd.cpd.AbstractTokenizer",112,8,1,35,2,0,3,6,10
"net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedPrivateFieldRule",112,7,1,28,22,18,0,22,0
"net.sourceforge.pmd.renderers.RendererFactory",112,4,1,16,10,1,3,7,2
"net.sourceforge.pmd.util.filter.Filters",111,19,18,22,5,0,4,5,0
"net.sourceforge.pmd.lang.dfa.AbstractDataFlowNode",111,16,16,23,5,1,3,5,7
"net.sourceforge.pmd.lang.java.metrics.impl.visitors.TccAttributeAccessCollector",111,8,6,25,19,12,1,16,3
"net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule",111,8,1,31,13,8,0,11,0
"net.sourceforge.pmd.cpd.Match",110,22,21,20,5,1,11,5,7
"net.sourceforge.pmd.lang.apex.rule.design.AbstractNcssCountRule",110,16,14,19,18,18,3,22,1
"net.sourceforge.pmd.lang.java.qname.JavaTypeQualifiedName",110,16,12,23,5,1,12,7,7
"net.sourceforge.pmd.lang.java.metrics.impl.internal.CycloVisitor",110,11,11,26,17,15,1,16,3
"net.sourceforge.pmd.renderers.XSLTRenderer",109,7,4,15,22,1,1,7,5
"net.sourceforge.pmd.lang.java.rule.errorprone.BeanMembersShouldSerializeRule",109,7,3,27,22,15,0,19,2
"net.sourceforge.pmd.lang.java.rule.bestpractices.AccessorMethodGenerationRule",109,5,4,24,23,20,0,23,1
"net.sourceforge.pmd.lang.java.rule.codestyle.CommentDefaultAccessModifierRule",108,11,8,24,22,16,0,21,3
"net.sourceforge.pmd.dcd.graph.MemberNode",107,16,16,33,4,0,5,6,5
"net.sourceforge.pmd.properties.SimpleEnumeratedPropertyTest",107,14,8,15,9,0,0,2,4
"net.sourceforge.pmd.testframework.RuleTestRunner",107,13,4,18,20,1,1,3,2
"net.sourceforge.pmd.cpd.XMLRenderer",107,11,6,15,16,1,6,7,1
"net.sourceforge.pmd.lang.java.rule.codestyle.ClassNamingConventionsRule",107,9,6,23,12,9,0,13,6
"net.sourceforge.pmd.testframework.TestDescriptor",106,23,23,24,6,2,5,6,12
"net.sourceforge.pmd.lang.apex.ast.ApexQualifiedName",106,15,10,24,6,1,7,5,3
"net.sourceforge.pmd.renderers.XMLRendererTest",106,13,11,13,19,10,0,15,0
"net.sourceforge.pmd.lang.java.rule.design.GenericClassCounterRule",106,9,6,18,13,9,0,15,11
"net.sourceforge.pmd.cpd.MatchAlgorithm",106,8,7,19,6,0,3,3,9
"net.sourceforge.pmd.lang.java.rule.documentation.CommentContentRule",106,8,6,21,15,6,0,11,6
