"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",3.0,9.0,7.85455749282719,4.0,0.0,204.0,204.0,11.392806142170652,18.0,30.0
"CYCLO",1.0,1.0,1.7603178106378283,1.0,1.0,60.0,59.0,2.7847457256447194,1.0,10.0
"CALLS",0.0,4.0,3.3818877363348783,1.0,0.0,216.0,216.0,7.215144555119834,10.0,5.0
"NBD",0.0,2.0,1.661664091811962,1.0,0.0,10.0,10.0,1.9201869352798546,5.0,3.0
"PARAM",0.0,2.0,1.0406827043331126,1.0,0.0,18.0,18.0,1.0986271960589045,5.0,4.0
