"namespace","ca","ce","instability","abstractness","distance"
"me.umov.business.domain.rule.task",3,7,0.7,0.0,0.30000000000000004
"me.umov.business.infrastructure.jpa",1,0,0.0,0.0,1.0
"me.umov.business.domain.itinerary.specification",4,11,0.7333333333333333,0.0,0.2666666666666667
"me.umov.business.infrastructure.serialization",1,1,0.5,0.0,0.5
"me.umov.business.application.model.fixture",85,11,0.11458333333333333,0.0,0.8854166666666666
"me.umov.business.application.model.type",0,0,0.0,0.0,1.0
"me.umov.business.application.service",24,15,0.38461538461538464,0.07407407407407407,0.5413105413105412
"me.umov.business.domain.itinerary",78,15,0.16129032258064516,0.11538461538461539,0.7233250620347395
"me.umov.business.application.model",128,5,0.03759398496240601,0.15,0.812406015037594
"me.umov.business.application.model.dto",25,3,0.10714285714285714,0.1,0.7928571428571429
"me.umov.business.domain.task",77,13,0.14444444444444443,0.29411764705882354,0.561437908496732
"me.umov.business.application.repository",49,7,0.125,1.0,0.125
"me.umov.business.utils.specification.domain",41,2,0.046511627906976744,0.25,0.7034883720930233
"me.umov.business.infrastructure.cron",0,2,1.0,0.0,0.0
"me.umov.business.domain.recurrence",30,0,0.0,0.3333333333333333,0.6666666666666667
"me.umov.business.application.controller",4,11,0.7333333333333333,0.08333333333333333,0.18333333333333335
"me.umov.business.application.exception",43,3,0.06521739130434782,0.0,0.9347826086956522
"me.umov.business.application.observer",0,10,1.0,0.0,0.0
"me.umov.business.domain.client",54,3,0.05263157894736842,0.1111111111111111,0.8362573099415205
"me.umov.business.domain.workcycle",9,5,0.35714285714285715,0.3333333333333333,0.30952380952380953
"me.umov.business.domain.servicelocal",12,3,0.2,0.3333333333333333,0.4666666666666667
"me.umov.business.application.controller.workcycle",2,5,0.7142857142857143,0.1111111111111111,0.17460317460317465
"me.umov.business.taskschedule.anticorruption.relationship",0,11,1.0,0.125,0.125
"me.umov.business.taskschedule.anticorruption.taskSchedule",0,15,1.0,0.125,0.125
"me.umov.business.taskschedule.application.service",10,6,0.375,0.6666666666666666,0.04166666666666652
"me.umov.business.utils.specification.rule",55,2,0.03508771929824561,0.16666666666666666,0.7982456140350878
"me.umov.business.domain.rule.builders",7,7,0.5,0.16666666666666666,0.33333333333333337
"me.umov.business.domain.rule.customfield",2,3,0.6,0.0,0.4
"me.umov.business.application.interceptor",0,2,1.0,0.0,0.0
"me.umov.business.taskschedule.application.dto",30,6,0.16666666666666666,0.0,0.8333333333333334
"me.umov.business.architecture",0,1,1.0,0.0,0.0
"me.umov.business.domain.activityHistory",6,3,0.3333333333333333,0.4,0.2666666666666666
"me.umov.business.domain.event",14,0,0.0,0.4,0.6
"me.umov.business.application.authorization",2,2,0.5,0.0,0.5
"me.umov.business.infrastructure.queue",2,0,0.0,0.2,0.8
"me.umov.business.domain.model.builder",2,8,0.8,0.25,0.050000000000000044
