"type","dep","i-dep","fan-in","fan-out"
"me.umov.business.domain.rule.task.ShouldHaveValidFinalDate",6,3,8,4
"me.umov.business.infrastructure.jpa.ActivityCycleConverterTest",6,0,0,0
"me.umov.business.domain.client.ClientServiceTest",8,0,0,0
"me.umov.business.domain.client.ClientConfigurationsTest",10,2,0,2
"me.umov.business.domain.servicelocal.ServiceLocalRepositoryImplTest",8,1,0,1
"me.umov.business.application.controller.TaskTypeController",10,3,0,4
"me.umov.business.application.service.DistributionIdleAgent",9,6,1,7
"me.umov.business.application.model.idiom.Idiom",8,1,2,2
"me.umov.business.application.model.fixture.CustomFieldDTOFixture",1,1,3,1
"me.umov.business.domain.rule.task.ShouldHaveTaskModelTest",6,2,0,2
"me.umov.business.application.service.FactoryDistributionTaskTest",8,1,0,1
"me.umov.business.application.model.fixture.BaseReflectionFixture",1,0,2,4
"me.umov.business.infrastructure.jpa.ActivityOriginConverterTest",4,1,0,1
"me.umov.business.infrastructure.jpa.TaskScheduleActivityOriginConverterTest",4,1,0,1
"me.umov.business.application.controller.BaseControllerTest",9,1,0,1
"me.umov.business.taskschedule.domain.TaskScheduleDomainService",7,5,0,7
"me.umov.business.infrastructure.cron.JobCreationRequestDTOTest",5,1,0,1
"me.umov.business.application.controller.activityhistory.ActivityHistoryController",7,3,0,3
"me.umov.business.domain.client.UserData",4,0,42,0
"me.umov.business.utils.specification.domain.BaseValidator",4,1,2,2
"me.umov.business.domain.rule.task.ShouldInitiateToday",7,3,4,4
"me.umov.business.domain.rule.task.ShouldBeActive",7,3,4,4
"me.umov.business.domain.rule.task.ShouldHaveTaskModel",6,3,5,4
"me.umov.business.domain.rule.task.ShouldBeInPreparation",7,3,4,4
"me.umov.business.infrastructure.serialization.BooleanStatusSerializationAdapterTest",8,1,0,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskScheduleConverterFactory",7,4,0,5
"me.umov.business.domain.itinerary.specification.ShouldLoadAllActivities",8,4,0,5
"me.umov.business.application.model.fixture.CommonCustomFieldConfigFixture",3,2,4,2
"me.umov.business.application.model.fixture.AgentJourneyHoursDTOFixture",3,1,3,2
"me.umov.business.infrastructure.cron.RundeckEndpointsTest",6,0,0,0
"me.umov.business.application.exception.BaseApiExceptionTest",4,1,0,1
"me.umov.business.domain.rule.task.ShouldHaveTeam",6,3,4,4
"me.umov.business.domain.rule.task.ShouldNotHaveAgent",6,3,4,4
"me.umov.business.infrastructure.jpa.TeamExecutionConverterTest",6,1,0,1
"me.umov.business.infrastructure.jpa.WorkdayTaskCreationValidationConverterTest",6,1,0,1
"me.umov.business.infrastructure.jpa.RecurrenceRepeatModeConverterTest",6,1,0,1
"me.umov.business.infrastructure.jpa.ActivityExecutionModeConverterTest",5,0,0,0
"me.umov.business.application.model.fixture.TaskDailyResumeFixture",2,1,3,2
"me.umov.business.application.model.fixture.TaskConfigModelFixture",2,1,4,1
"me.umov.business.utils.specification.domain.SpecificationException",4,1,6,2
"me.umov.business.utils.specification.domain.CompositeSpecificationTest",7,4,0,4
"me.umov.business.utils.specification.rule.ValidationRules",5,2,4,3
"me.umov.business.infrastructure.serialization.WorkdayTaskCreationValidationSerializationAdapterTest",9,1,0,1
"me.umov.business.infrastructure.serialization.JourneyHourTypeSerializationAdapterTest",7,0,0,0
"me.umov.business.infrastructure.serialization.RecurrenceRepeatModeSerializationAdapterTest",7,1,0,1
"me.umov.business.infrastructure.serialization.LocalDateSerializationAdapter",9,0,7,3
"me.umov.business.infrastructure.agent.AgentDAOImpl",8,3,0,4
"me.umov.business.domain.rule.builders.IdleAgentBuilder",10,7,2,8
"me.umov.business.domain.itinerary.specification.ShouldLoadAllServiceLocals",8,4,0,5
"me.umov.business.domain.itinerary.specification.ShouldLoadAllAgents",8,4,0,5
"me.umov.business.domain.itinerary.specification.ShouldHaveValidInitialHourAndFinalHourCombination",9,4,1,5
"me.umov.business.domain.itinerary.specification.ShouldLoadAllTeams",8,4,0,5
"me.umov.business.application.controller.workcycle.WorkCycleServiceLocalRequest",0,0,2,0
"me.umov.business.application.exception.BadRequestExceptionTest",4,0,0,0
"me.umov.business.application.exception.UnauthorizedRequestExceptionTest",4,0,0,0
"me.umov.business.application.exception.ResourceNotFoundExceptionTest",4,0,0,0
"me.umov.business.infrastructure.jpa.ItineraryAgentRelationConverterTest",4,0,0,0
"me.umov.business.application.controller.VersionControllerTest",8,1,0,1
"me.umov.business.application.model.dto.CustomFieldValueDTOTest",3,1,0,1
"me.umov.business.application.observer.TaskSavedObserver",6,3,0,5
"me.umov.business.application.service.idiom.IdiomWrapper",4,1,2,2
"me.umov.business.infrastructure.activity.ActivityDAOImpl",7,3,0,4
"me.umov.business.infrastructure.team.TeamDAOImpl",7,3,0,4
"me.umov.business.domain.itinerary.specification.WorkCycleScheduleValidator",8,5,3,6
"me.umov.business.domain.generic.specification.ShouldHaveValidId",8,3,4,5
"me.umov.business.application.interceptor.CORSInterceptor",4,0,2,2
"me.umov.business.application.model.dto.TaskActivityDTO",2,2,1,2
"me.umov.business.application.model.dto.CancelTaskDTO",2,1,3,2
"me.umov.business.infrastructure.cron.JobCreationResultDTO",0,0,0,2
"me.umov.business.infrastructure.jpa.LongArrayType",4,0,2,2
"me.umov.business.infrastructure.jpa.FieldConfigOriginConverterTest",5,1,0,1
"me.umov.business.infrastructure.jpa.AbsenceActionConverterTest",5,1,0,1
"me.umov.business.infrastructure.jpa.BooleanStatusConverterTest",5,1,0,1
"me.umov.business.domain.itinerary.specification.ShouldValidateSomeAgentsRelationWithTeams",8,3,1,4
