"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",3.0,9.0,8.819477434679335,5.0,0.0,199.0,199.0,13.629634497814962,18.0,30.0
"CYCLO",1.0,3.0,3.4247030878859857,1.0,1.0,97.0,96.0,6.047645954123596,6.0,10.0
"CALLS",1.0,4.0,5.169121140142518,1.0,0.0,179.0,179.0,12.064234117145853,8.5,5.0
"NBD",1.0,4.0,2.4199524940617576,2.0,0.0,8.0,8.0,2.0774507028859532,8.5,3.0
"PARAM",0.0,2.0,1.1695961995249406,1.0,0.0,7.0,7.0,1.049024919211024,5.0,4.0
