"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",3.0,12.0,12.0239003068911,6.0,0.0,889.0,889.0,25.496882772583422,25.5,30.0
"CYCLO",1.0,2.0,2.6453082860597044,1.0,1.0,339.0,338.0,6.712723246249165,3.5,10.0
"CALLS",0.0,4.0,3.984004463870548,1.0,0.0,526.0,526.0,11.459450418073843,10.0,5.0
"NBD",1.0,4.0,2.7306798102855017,3.0,0.0,11.0,11.0,1.8990629123822995,8.5,3.0
"PARAM",0.0,1.0,1.0118106574909327,1.0,0.0,19.0,19.0,1.1260838025862974,2.5,4.0
