"method","loc","cyclo","calls","nbd","param"
"edu.umd.cs.findbugs.Lookup.findImplementor(JavaClass[] clazz, String name, String signature)",11,4,2,3,3
"edu.umd.cs.findbugs.gui2.CloudCommentsPane.setBugs(BugInstance bugInstance, BugAspects bugAspects)",11,4,2,3,2
"edu.umd.cs.findbugs.visitclass.DismantleBytecode.getMethodDescriptorOperand()",11,4,2,3,0
"edu.umd.cs.findbugs.util.Util.nullSafeCompareTo(@CheckForNull T o1, @CheckForNull T o2)",11,4,1,3,2
"edu.umd.cs.findbugs.PropertyBundle.rewriteURLAccordingToProperties(String u)",10,4,8,3,1
"edu.umd.cs.findbugs.SloppyBugComparator.compareFieldsAllowingNull(FieldAnnotation lhs, FieldAnnotation rhs)",10,4,5,3,2
"edu.umd.cs.findbugs.filter.Filter.match(BugInstance bugInstance)",10,4,5,3,1
"edu.umd.cs.findbugs.detect.FindFloatEquality.okValueToCompareAgainst(Number n)",10,4,4,3,1
"edu.umd.cs.findbugs.workflow.MineBugHistory.dump(PrintStream out)",10,4,4,3,1
"edu.umd.cs.findbugs.ba.npe.IsNullValueFrame.setKnownValue(@Nonnull ValueNumber valueNumber, @Nonnull IsNullValue knownValue)",10,4,3,3,2
"edu.umd.cs.findbugs.FuzzyBugComparator$FilteringBugAnnotationIterator.findNext()",10,4,3,3,0
"edu.umd.cs.findbugs.cloud.AbstractCloud.canSeeCommentsByOthers(BugInstance bug)",10,4,2,3,1
"edu.umd.cs.findbugs.detect.CloneIdiom.sawOpcode(int seen)",9,4,4,3,1
"edu.umd.cs.findbugs.detect.BadSyntaxForRegularExpression.appendOption(StringBuilder b, int flags, int mask, String name)",9,4,3,3,4
"edu.umd.cs.findbugs.ba.FieldSummary.sawSuperCall(XMethod from, XMethod constructorInSuperClass)",9,4,3,3,2
"edu.umd.cs.findbugs.ba.jsr305.ValidationSecurityManager.inValidation()",8,4,3,3,0
"edu.umd.cs.findbugs.util.Util.nullSafeEquals(@CheckForNull T o1, @CheckForNull T o2)",8,4,1,3,2
"edu.umd.cs.findbugs.util.Util.isPowerOfTwo(int i)",8,4,0,3,1
"edu.umd.cs.findbugs.util.Util.isPowerOfTwo(long i)",8,4,0,3,1
"edu.umd.cs.findbugs.detect.BuildNonnullReturnDatabase.considerMethod(ClassContext classContext, Method method)",7,4,4,3,2
"edu.umd.cs.findbugs.config.UserPreferences.setEffort(String effort)",6,4,3,3,1
"edu.umd.cs.findbugs.SloppyBugComparator.compareNullElements(Object lhs, Object rhs)",6,4,0,3,2
"edu.umd.cs.findbugs.workflow.MineBugHistory$Version.increment(int key)",5,4,0,3,1
"edu.umd.cs.findbugs.tools.xml.CheckMessages.checkMessages(XMLFile messagesDoc)",42,4,21,2,1
"edu.umd.cs.findbugs.classfile.impl.NestedZipFileCodeBase.NestedZipFileCodeBase(NestedZipFileCodeBaseLocator codeBaseLocator)",42,4,11,2,1
"edu.umd.cs.findbugs.workflow.ListBugDatabaseInfo.listVersion(PrintWriter out, @CheckForNull String fileName, boolean formatDates)",40,4,36,2,3
"edu.umd.cs.findbugs.ba.AbstractFrameModelingVisitor.modelInstruction(Instruction ins, int numWordsConsumed, int numWordsProduced, Value pushValue)",34,4,5,2,4
"edu.umd.cs.findbugs.classfile.engine.ClassInfoAnalysisEngine.analyze(IAnalysisCache analysisCache, ClassDescriptor descriptor)",33,4,14,2,2
"edu.umd.cs.findbugs.anttask.UnionBugs.execute()",32,4,9,2,0
"edu.umd.cs.findbugs.config.ProjectFilterSettings.toEncodedString()",31,4,15,2,0
"edu.umd.cs.findbugs.ba.SourceFile.loadFileData()",31,4,9,2,0
"edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis.ValueNumberAnalysis(MethodGen methodGen, DepthFirstSearch dfs, LoadedFieldSet loadedFieldSet, RepositoryLookupFailureCallback lookupFailureCallback)",30,4,7,2,4
"edu.umd.cs.findbugs.cloud.CloudFactory.createCloudWithoutInitializing(BugCollection bc)",29,4,25,2,1
"edu.umd.cs.findbugs.ShowHelp.main(String[] args)",28,4,9,2,1
"edu.umd.cs.findbugs.config.ProjectFilterSettings.hiddenFromEncodedString(ProjectFilterSettings result, String s)",28,4,6,2,2
"edu.umd.cs.findbugs.util.ClassPathUtil.findCodeBaseInClassPath(Pattern codeBaseNamePattern, String classPath)",28,4,5,2,2
"edu.umd.cs.findbugs.classfile.impl.ClassPathImpl.lookupResource(String resourceName)",27,4,4,2,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFactory.compact(int[] map, int numValuesAllocated)",27,4,3,2,2
"edu.umd.cs.findbugs.util.ClassPathUtil.findCodeBaseInClassPath(@Nonnull String codeBaseName, String classPath)",26,4,4,2,2
"edu.umd.cs.findbugs.PackageStats.writeXML(XMLOutput xmlOutput)",25,4,15,2,1
"edu.umd.cs.findbugs.bcel.CFGDetector.visitClass(ClassDescriptor classDescriptor)",25,4,9,2,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis.getEntryValueForParameter(int param)",23,4,5,2,1
"edu.umd.cs.findbugs.detect.FindSleepWithLockHeld.visitClassContext(ClassContext classContext)",22,4,7,2,1
"edu.umd.cs.findbugs.ba.SimplePathEnumerator.enumerate()",21,4,7,2,0
"edu.umd.cs.findbugs.ba.npe.ReturnPathType.mergeWith(ReturnPathType fact)",21,4,3,2,1
"edu.umd.cs.findbugs.ba.SourceFile$LineNumberMapBuilder.add(int ch)",21,4,2,2,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis.getFactAfterLocation(Location location)",20,4,11,2,1
"edu.umd.cs.findbugs.ba.obl.ObligationSet.toString()",20,4,9,2,0
"edu.umd.cs.findbugs.DetectorFactory$ReflectionDetectorCreator.createDetector2(BugReporter bugReporter)",19,4,9,2,1
"edu.umd.cs.findbugs.SwitchHandler.getNextSwitchOffset(DismantleBytecode dbc)",18,4,7,2,1
"edu.umd.cs.findbugs.sourceViewer.NumberedParagraphView.getLineNumber()",18,4,7,2,0
"edu.umd.cs.findbugs.ba.constant.ConstantAnalysis.meetInto(ConstantFrame fact, Edge edge, ConstantFrame result)",18,4,6,2,3
"edu.umd.cs.findbugs.ba.LockSet.isEmpty()",18,4,0,2,0
"edu.umd.cs.findbugs.filter.MemberMatcher.toString()",17,4,11,2,0
"edu.umd.cs.findbugs.ba.Path.isPrefixOf(Path path)",17,4,5,2,1
"edu.umd.cs.findbugs.AddAnnotation.execute()",16,4,8,2,0
"edu.umd.cs.findbugs.ba.URLClassPathRepository.loadClass(String className)",16,4,5,2,1
"edu.umd.cs.findbugs.classfile.DescriptorFactory.profile()",16,4,4,2,0
"edu.umd.cs.findbugs.gui.AnnotatedString.getMnemonic()",16,4,4,2,0
"edu.umd.cs.findbugs.ba.BasicBlock.getSuccessorOf(InstructionHandle handle)",16,4,2,2,1
"edu.umd.cs.findbugs.ba.LockSet.identicalSubset(LockSet other)",16,4,1,2,1
"edu.umd.cs.findbugs.ba.type.FieldStoreTypeDatabase.purgeBoringEntries()",15,4,9,2,0
"edu.umd.cs.findbugs.ba.obl.StateSet.toString()",15,4,3,2,0
"edu.umd.cs.findbugs.util.ClassName.extractPackagePrefix(String packageName, int count)",15,4,2,2,2
"edu.umd.cs.findbugs.ba.BasicBlock.getPredecessorOf(InstructionHandle handle)",15,4,2,2,1
"edu.umd.cs.findbugs.ba.BasicBlock.addInstruction(InstructionHandle handle)",15,4,1,2,1
"edu.umd.cs.findbugs.ba.AbstractDominatorsAnalysis.meetInto(BitSet fact, Edge edge, BitSet result)",14,4,5,2,3
"edu.umd.cs.findbugs.ba.LockAnalysis.lockOp(LockSet fact, int lockNumber, int delta)",14,4,5,2,3
"edu.umd.cs.findbugs.PackageMemberAnnotation.shorten(String pkgName, String typeName)",14,4,5,2,2
"edu.umd.cs.findbugs.ba.obl.ObligationSet.equals(Object o)",14,4,3,2,1
"edu.umd.cs.findbugs.ba.LockSet.getNumLockedObjects()",14,4,0,2,0
"edu.umd.cs.findbugs.detect.NoteSuppressedWarnings.suppressWarning(String pattern)",13,4,12,2,1
"edu.umd.cs.findbugs.graph.AbstractGraph.removeVertex(VertexType v)",13,4,9,2,1
"edu.umd.cs.findbugs.detect.FinalizerNullsFields.visit(Code obj)",13,4,4,2,1
"edu.umd.cs.findbugs.detect.IteratorIdioms.visit(Code obj)",13,4,3,2,1
"edu.umd.cs.findbugs.ba.bcp.PatternElementMatch.getFirstLabeledMatch(String label)",13,4,2,2,1
"edu.umd.cs.findbugs.ba.bcp.PatternElementMatch.getLastLabeledMatch(String label)",13,4,2,2,1
"edu.umd.cs.findbugs.cloud.AbstractCloudTest.assertEqualText(String[] expectedLines, String actual)",12,4,10,2,2
"edu.umd.cs.findbugs.ba.vna.ValueNumberFactory.getClassName(ValueNumber v)",12,4,5,2,1
"edu.umd.cs.findbugs.ba.LockSet.findIndex(int valueNumber)",12,4,0,2,1
"edu.umd.cs.findbugs.ba.npe.ReturnPathType.toString()",12,4,0,2,0
"edu.umd.cs.findbugs.gui2.SplashFrame$Viewer.imageToDraw()",12,4,0,2,0
"edu.umd.cs.findbugs.gui2.FBDialog.setFontSizeHelper(Component[] comps, float size)",11,4,5,2,2
"edu.umd.cs.findbugs.gui2.FBFileChooser.setFontSizeHelper(Component[] comps, float size)",11,4,5,2,2
"edu.umd.cs.findbugs.classfile.analysis.MethodInfo.getAnnotations()",11,4,5,2,0
"edu.umd.cs.findbugs.gui2.FilterFactory.makeMatcher(Collection<Sortables> sortables, BugInstance bug)",11,4,4,2,2
"edu.umd.cs.findbugs.Plugin.getByPluginId(String name)",11,4,3,2,1
"edu.umd.cs.findbugs.bcel.BCELUtil.isSynthetic(FieldOrMethod m)",11,4,2,2,1
"edu.umd.cs.findbugs.bcel.BCELUtil.isSynthetic(JavaClass j)",11,4,2,2,1
"edu.umd.cs.findbugs.gui2.BugLeafNode.matches(BugAspects aspects)",11,4,2,2,1
"edu.umd.cs.findbugs.AnalysisError.hashCode()",10,4,5,2,0
"edu.umd.cs.findbugs.bcel.BCELUtil.isSynthetic(FieldGenOrMethodGen m)",10,4,2,2,1
"edu.umd.cs.findbugs.BugDesignation.toString()",10,4,1,2,0
"edu.umd.cs.findbugs.IntAnnotation.getShortInteger(int value)",9,4,6,2,1
"edu.umd.cs.findbugs.IntAnnotation.getShortInteger(long value)",9,4,6,2,1
"edu.umd.cs.findbugs.classfile.DescriptorFactory.createClassDescriptorFromSignature(String signature)",9,4,6,2,1
"edu.umd.cs.findbugs.ba.SignatureConverter.shorten(String pkgName, String typeName)",9,4,5,2,2
"edu.umd.cs.findbugs.ba.LiveLocalStoreAnalysis.verifyFact(BitSet fact)",9,4,2,2,1
"edu.umd.cs.findbugs.detect.IncompatMask.populationCount(long i)",9,4,0,2,1
"edu.umd.cs.findbugs.detect.IteratorIdioms.visit(Method method)",8,4,5,2,1
"edu.umd.cs.findbugs.ba.SignatureParser.hasReferenceParameters()",8,4,4,2,0
"edu.umd.cs.findbugs.util.ClassName.toSignature(@SlashedClassName String className)",8,4,3,2,1
"edu.umd.cs.findbugs.classfile.engine.bcel.UnconditionalValueDerefDataflowFactory.analyze(IAnalysisCache analysisCache, MethodDescriptor descriptor)",35,4,16,1,2
"edu.umd.cs.findbugs.workflow.ObfuscateBugs.main(String[] args)",34,4,22,1,1
"edu.umd.cs.findbugs.ba.bcp.Store.match(InstructionHandle handle, ConstantPoolGen cpg, ValueNumberFrame before, ValueNumberFrame after, BindingSet bindingSet)",24,4,12,1,5
"edu.umd.cs.findbugs.ClassAnnotation.writeXML(XMLOutput xmlOutput, boolean addMessages, boolean isPrimary)",21,4,14,1,3
"edu.umd.cs.findbugs.workflow.SourceSearcher.findSource0(SourceLineAnnotation srcLine)",21,4,7,1,1
"edu.umd.cs.findbugs.log.ConsoleLogger.logMessage(int severity, String message)",20,4,12,1,2
"edu.umd.cs.findbugs.classfile.engine.bcel.EngineRegistrar.registerAnalysisEngines(IAnalysisCache analysisCache)",18,4,3,1,1
"edu.umd.cs.findbugs.ba.StackDepthAnalysis.transferInstruction(InstructionHandle handle, BasicBlock basicBlock, StackDepth fact)",16,4,6,1,3
"edu.umd.cs.findbugs.filter.BugMatcher.toString()",15,4,16,1,0
"edu.umd.cs.findbugs.anttask.SetBugDatabaseInfoTask.configureFindbugsEngine()",15,4,10,1,0
"edu.umd.cs.findbugs.workflow.SourceSearcher.findSource(SourceLineAnnotation srcLine)",14,4,4,1,1
"edu.umd.cs.findbugs.gui2.CheckBoxList$CellRenderer.getListCellRendererComponent(JList<? extends E> list, E value, int index, boolean isSelected, boolean cellHasFocus)",12,4,14,1,5
"edu.umd.cs.findbugs.ba.TargetEnumeratingVisitor.visitINVOKESTATIC(INVOKESTATIC ins)",12,4,6,1,1
"edu.umd.cs.findbugs.gui2.FilterActivity.notifyListeners(FilterListener.Action whatsGoingOnCode, @CheckForNull TreePath optionalPath)",12,4,3,1,2
"edu.umd.cs.findbugs.gui2.GUISaveState.getStarterTable()",12,4,0,1,0
"edu.umd.cs.findbugs.util.Multiset.remove(K k)",11,4,6,1,1
"edu.umd.cs.findbugs.JUnitDetectorAdapter.finishTest()",11,4,0,1,0
"edu.umd.cs.findbugs.ba.npe.IsNullConditionDecision.toString()",9,4,11,1,0
"edu.umd.cs.findbugs.ba.UnresolvedXField.UnresolvedXField(FieldDescriptor m)",8,4,9,1,1
"edu.umd.cs.findbugs.anttask.FilterBugsTask.checkBoolean(String attrVal, String attrName)",8,4,4,1,2
"edu.umd.cs.findbugs.anttask.MineBugHistoryTask.checkBoolean(String attrVal, String attrName)",8,4,4,1,2
"edu.umd.cs.findbugs.anttask.SetBugDatabaseInfoTask.checkBoolean(String attrVal, String attrName)",8,4,4,1,2
"edu.umd.cs.findbugs.detect.FindNakedNotify.visit(Code obj)",8,4,4,1,1
"edu.umd.cs.findbugs.gui2.SourceDirectoryWizard.finshButtonActionPerformed(java.awt.event.ActionEvent evt)",8,4,4,1,1
"edu.umd.cs.findbugs.detect.FindEmptySynchronizedBlock.sawOpcode(int seen)",7,4,5,1,1
"edu.umd.cs.findbugs.util.MapCache.removeEldestEntry(Map.Entry<K,V> eldest)",7,4,5,1,1
"edu.umd.cs.findbugs.util.WriteOnceProperties.getProperty(String key, String defaultValue)",7,4,4,1,2
"edu.umd.cs.findbugs.util.WriteOnceProperties.getProperty(String key)",7,4,4,1,1
"edu.umd.cs.findbugs.detect.CheckImmutableAnnotation.visit(Field obj)",6,4,6,1,1
"edu.umd.cs.findbugs.cloud.MutableCloudTask.getListeners()",6,4,2,1,0
"edu.umd.cs.findbugs.classfile.impl.AbstractScannableCodeBase.addLastModifiedTime(long lastModifiedTime)",4,4,1,1,1
"edu.umd.cs.findbugs.detect.UnreadFields.classHasParameter(JavaClass obj)",8,3,3,11,1
"edu.umd.cs.findbugs.detect.EarlyExitException.visit(JavaClass obj)",14,3,9,8,1
"edu.umd.cs.findbugs.detect.NoSideEffectMethodsDatabase.is(MethodDescriptor m, MethodSideEffectStatus... statuses)",13,3,1,8,2
"edu.umd.cs.findbugs.detect.EarlyExitException.changesOnlyNewObjects(MethodDescriptor methodDescriptor)",10,3,6,8,1
"edu.umd.cs.findbugs.detect.FindUselessObjects$UselessValuesContext.setDerivedEscape(Set<ValueInfo> vals, ValueNumber vn)",9,3,2,8,2
"edu.umd.cs.findbugs.detect.FindNoSideEffectMethods.toObjectOnly()",9,3,0,8,0
"edu.umd.cs.findbugs.detect.FindNoSideEffectMethods.toSure()",9,3,0,8,0
"edu.umd.cs.findbugs.detect.FindNoSideEffectMethods.toUnsure()",9,3,0,8,0
"edu.umd.cs.findbugs.detect.EarlyExitException.handleStatus()",8,3,7,8,0
"edu.umd.cs.findbugs.detect.SerializableIdiom.isSynthetic(FieldOrMethod obj)",8,3,1,8,1
"edu.umd.cs.findbugs.detect.EarlyExitException.superClinitCall()",5,3,6,8,0
"edu.umd.cs.findbugs.FindBugs2.registerPluginAnalysisEngines(DetectorFactoryCollection detectorFactoryCollection, IAnalysisCache analysisCache)",33,3,10,7,2
"edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefAnalysis.checkNonNullReturnValue(XMethod thisMethod, Location location, ValueNumberFrame vnaFrame, UnconditionalValueDerefSet fact)",24,3,7,7,4
"edu.umd.cs.findbugs.detect.Naming.mightInheritFromException(ClassDescriptor d)",21,3,5,7,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrame.addAvailableLoad(AvailableLoad availableLoad, @Nonnull ValueNumber[] value)",19,3,7,7,2
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrame.valueToString(ValueNumber[] valueNumberList)",14,3,6,7,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrame.getUpdateablePreviouslyKnownAs()",14,3,3,7,0
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrame.availableLoadMapAsString()",13,3,11,7,0
"edu.umd.cs.findbugs.detect.Naming.findVoidConstructor(JavaClass clazz)",9,3,2,7,1
"edu.umd.cs.findbugs.ba.npe.DerefFinder.getMethodNullnessAnnotation(ClassContext classContext, Method method)",8,3,9,7,2
"edu.umd.cs.findbugs.detect.Naming.stripPackageName(String className)",8,3,6,7,1
"edu.umd.cs.findbugs.detect.Naming.getSignatureOfOuterClass(JavaClass obj)",8,3,4,7,1
"edu.umd.cs.findbugs.detect.Naming.allAbstract(Set<XMethod> overrides)",8,3,1,7,1
"edu.umd.cs.findbugs.Project.getImplicitClasspathEntryList()",35,3,6,6,0
"edu.umd.cs.findbugs.Project.readXML(File f)",31,3,10,6,1
"edu.umd.cs.findbugs.ba.BetterCFGBuilder2$Subroutine.getBlock(InstructionHandle start)",25,3,6,6,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.visitIINC(IINC obj)",24,3,9,6,1
"edu.umd.cs.findbugs.Project.readProject(String argument)",23,3,4,6,1
"edu.umd.cs.findbugs.ba.bcp.PatternMatcher$State.advanceToSuccessor(Edge edge, MatchResult matchResult)",22,3,6,6,2
"edu.umd.cs.findbugs.ba.bcp.PatternMatcher$State.advanceToNextElement()",22,3,3,6,0
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.getOutputValues(ValueNumber[] inputValueList, int numWordsProduced, int flags)",21,3,4,6,3
"edu.umd.cs.findbugs.detect.FindUnsatisfiedObligation$MethodChecker$PostProcessingPathVisitor.getTransferState(InstructionHandle handle)",20,3,8,6,1
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierResolver.resolveTypeQualifiers(Collection<AnnotationValue> values)",20,3,3,6,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.visitINVOKEVIRTUAL(INVOKEVIRTUAL obj)",16,3,10,6,1
"edu.umd.cs.findbugs.plan.ExecutionPlan.main(String[] argv)",16,3,7,6,1
"edu.umd.cs.findbugs.classfile.analysis.ClassInfo.getContainingScope0()",14,3,9,6,0
"edu.umd.cs.findbugs.detect.FindFieldSelfAssignment.visit(Code obj)",14,3,5,6,1
"edu.umd.cs.findbugs.detect.FindPuzzlers.visit(JavaClass obj)",13,3,10,6,1
"edu.umd.cs.findbugs.plan.ExecutionPlan.print()",12,3,11,6,0
"edu.umd.cs.findbugs.workflow.Update.removeBaselineBugs(BugCollection baselineCollection, BugCollection bugCollection)",12,3,9,6,2
"edu.umd.cs.findbugs.classfile.engine.bcel.ValueRangeAnalysisFactory.getParameterTypes(MethodDescriptor descriptor)",12,3,8,6,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.visitPUTSTATIC(PUTSTATIC obj)",12,3,5,6,1
"edu.umd.cs.findbugs.visitclass.PrintClass.printCode(Method[] methods)",12,3,3,6,1
"edu.umd.cs.findbugs.ba.BetterCFGBuilder2$Context.checkForRecursion()",12,3,0,6,0
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.visitPUTFIELD(PUTFIELD obj)",11,3,5,6,1
"edu.umd.cs.findbugs.classfile.engine.bcel.FinallyDuplicatesInfoFactory$FinallyDuplicatesInfo.getOffset(SortedMap<Integer,Integer> duplicates, int i)",10,3,7,6,2
"edu.umd.cs.findbugs.detect.FindHEmismatch.report()",10,3,5,6,0
"edu.umd.cs.findbugs.classfile.engine.bcel.ValueRangeAnalysisFactory$TypeLongRange.addBordersTo(Set<Long> borders)",9,3,10,6,1
"edu.umd.cs.findbugs.ba.ResourceValueAnalysis.initEntryFact(ResourceValueFrame result)",9,3,7,6,1
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor.vlts(ValueNumber[] vl)",9,3,5,6,1
"edu.umd.cs.findbugs.classfile.analysis.ClassInfo.getElementType()",9,3,3,6,0
"edu.umd.cs.findbugs.detect.MultithreadedInstanceAccess.sawOpcode(int seen)",9,3,0,6,1
"edu.umd.cs.findbugs.detect.UncallableMethodOfAnonymousClass.definedInClass(JavaClass clazz)",8,3,5,6,1
"edu.umd.cs.findbugs.workflow.Update.sourceFilesInCollection(BugCollection collection)",8,3,5,6,1
"edu.umd.cs.findbugs.detect.CheckRelaxingNullnessAnnotation.containsNullness(Collection<AnnotationValue> annotations, NullnessAnnotation nullness)",8,3,3,6,2
"edu.umd.cs.findbugs.plan.ExecutionPlan.selectDetectors(DetectorFactorySelector selector, Set<DetectorFactory> candidateSet)",8,3,2,6,2
"edu.umd.cs.findbugs.workflow.Update.lengthCommonPrefix(String[] string, String[] string2)",8,3,2,6,2
"edu.umd.cs.findbugs.classfile.engine.bcel.ValueRangeAnalysisFactory$Branch.fixCondition(String condition)",8,3,2,6,1
"edu.umd.cs.findbugs.classfile.engine.bcel.ValueRangeAnalysisFactory.getLocation(BasicBlock block)",6,3,2,6,1
"edu.umd.cs.findbugs.Project.addTimestamp(long timestamp)",4,3,1,6,1
"edu.umd.cs.findbugs.SourceLineAnnotation.fromVisitedInstructionRange(ClassContext classContext, PreorderVisitor visitor, int startPC, int endPC)",33,3,6,5,4
"edu.umd.cs.findbugs.BugInstance.addSourceLine(ClassContext classContext, MethodGen methodGen, String sourceFile, InstructionHandle start, InstructionHandle end)",30,3,4,5,5
"edu.umd.cs.findbugs.SourceLineAnnotation.forEntireMethod(@DottedClassName String className, String sourceFile, LineNumberTable lineNumberTable, int codeSize)",23,3,4,5,4
"edu.umd.cs.findbugs.OpcodeStack.handleDup2X1()",22,3,14,5,0
"edu.umd.cs.findbugs.ba.type.TypeAnalysis.transfer(BasicBlock basicBlock, @CheckForNull InstructionHandle end, TypeFrame start, TypeFrame result)",21,3,12,5,4
"edu.umd.cs.findbugs.detect.FindRefComparison.checkForWeirdEquals(String lhsSig, String rhsSig, Set<XMethod> targets)",21,3,10,5,3
"edu.umd.cs.findbugs.BugInstance.getSomeSource(ClassContext classContext, Method method, Location location, OpcodeStack stack, int stackPos)",20,3,8,5,5
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications.getApplicableScopedApplications(Set<TypeQualifierAnnotation> result, AnnotatedObject o, ElementType e)",20,3,4,5,3
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications.getDirectApplications(Set<TypeQualifierAnnotation> result, AnnotatedObject o, ElementType e)",20,3,4,5,3
"edu.umd.cs.findbugs.OpcodeStack.handleDupX2()",19,3,13,5,0
"edu.umd.cs.findbugs.BugInstance.clone()",19,3,10,5,0
"edu.umd.cs.findbugs.ba.SourceInfoMap.expect(StringTokenizer tokenizer, String token)",19,3,4,5,2
"edu.umd.cs.findbugs.BugInstance.lookupProperty(String name)",19,3,3,5,1
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications.findMatchingTypeQualifierAnnotation(Collection<TypeQualifierAnnotation> typeQualifierAnnotations, TypeQualifierValue<?> typeQualifierValue)",18,3,1,5,2
"edu.umd.cs.findbugs.detect.InitializationChain.visit(Code obj)",17,3,15,5,1
"edu.umd.cs.findbugs.OpcodeStack.getJumpInfoFromStackMap()",17,3,8,5,0
"edu.umd.cs.findbugs.DetectorFactoryCollection.registerDetector(DetectorFactory factory)",16,3,10,5,1
"edu.umd.cs.findbugs.OpcodeStack.getStackItem(int stackOffset)",16,3,8,5,1
"edu.umd.cs.findbugs.PluginLoader.init()",16,3,6,5,0
"edu.umd.cs.findbugs.DetectorFactoryCollection.getBugCategories()",16,3,5,5,0
"edu.umd.cs.findbugs.detect.StreamResourceTracker.addStreamOpenLocation(Location streamOpenLocation, Stream stream)",16,3,4,5,2
"edu.umd.cs.findbugs.BugInstance.getAnnotationText()",16,3,1,5,0
"edu.umd.cs.findbugs.OpcodeStack.getJumpInfo()",15,3,8,5,0
"edu.umd.cs.findbugs.detect.FindSelfComparison.visit(Code obj)",15,3,7,5,1
"edu.umd.cs.findbugs.detect.FindRefComparison.FindRefComparison(BugReporter bugReporter)",15,3,5,5,1
"edu.umd.cs.findbugs.detect.FindRefComparison$RefComparisonTypeFrameModelingVisitor.visitINVOKESTATIC(INVOKESTATIC obj)",14,3,8,5,1
"edu.umd.cs.findbugs.SourceLineAnnotation.appendLinesRaw(StringBuilder buf)",14,3,7,5,1
"edu.umd.cs.findbugs.BugInstance.getBugPattern()",14,3,7,5,0
"edu.umd.cs.findbugs.OpcodeStack$Item.isServletWriter()",12,3,10,5,0
"edu.umd.cs.findbugs.OpcodeStack.pushByLocalObjectLoad(DismantleBytecode dbc, int register)",12,3,7,5,2
"edu.umd.cs.findbugs.OpcodeStack.replace(int stackOffset, Item value)",12,3,7,5,2
"edu.umd.cs.findbugs.classfile.impl.ZipInputStreamCodeBase.build(ZipInputStream zis, ZipEntry ze)",12,3,5,5,2
"edu.umd.cs.findbugs.PluginLoader.parseDate(String releaseDate)",12,3,3,5,1
"edu.umd.cs.findbugs.OpcodeStack.getLVValue(int index)",12,3,2,5,1
"edu.umd.cs.findbugs.BugInstance.getXmlProps()",11,3,4,5,0
"edu.umd.cs.findbugs.PluginLoader.loadComponentPlugin(Plugin plugin, Class<T> componentKind, @DottedClassName String componentClassname, String filterId, boolean disabled, String description, String details, PropertyBundle properties)",11,3,3,5,8
"edu.umd.cs.findbugs.detect.FindRefComparison$FinalConstant.equals(Object obj)",11,3,2,5,1
"edu.umd.cs.findbugs.OpcodeStack$Item.setSpecialKindFromSignature()",11,3,2,5,0
"edu.umd.cs.findbugs.OpcodeStack.printJumpEntries()",10,3,6,5,0
"edu.umd.cs.findbugs.OpcodeStack.pushByLocalStore(int register)",10,3,5,5,1
"edu.umd.cs.findbugs.ba.SourceInfoMap$MethodDescriptor.compareTo(MethodDescriptor o)",10,3,3,5,1
"edu.umd.cs.findbugs.workflow.CountClassVersions.readFrom(Reader r)",10,3,2,5,1
"edu.umd.cs.findbugs.OpcodeStack$Item.clearNewlyAllocated()",10,3,1,5,0
"edu.umd.cs.findbugs.OpcodeStack.getExceptionSig(DismantleBytecode dbc, CodeException e)",9,3,6,5,2
"edu.umd.cs.findbugs.detect.FindNullDerefsInvolvingNonShortCircuitEvaluation.findLocation(CFG cfg, int pc)",9,3,5,5,2
"edu.umd.cs.findbugs.detect.FindRefComparison$SpecialTypeAnalysis.initEntryFact(TypeFrame result)",9,3,5,5,1
"edu.umd.cs.findbugs.SourceLineAnnotation.toString()",9,3,5,5,0
"edu.umd.cs.findbugs.detect.FindNullDerefsInvolvingNonShortCircuitEvaluation.findLocation(CFG cfg, InstructionHandle handle)",9,3,4,5,2
"edu.umd.cs.findbugs.OpcodeStack.constantToInt(Item it)",9,3,4,5,1
"edu.umd.cs.findbugs.OpcodeStack.markConstantValueUnknown(Item item)",9,3,4,5,1
"edu.umd.cs.findbugs.PluginLoader.getUrlBase(URL pluginListProperties)",9,3,4,5,1
"edu.umd.cs.findbugs.detect.UselessSubclassMethod.thrownExceptions(Method m)",9,3,3,5,1
