"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"com.trevisan.umovandroid.model.FeatureToggle",532,128,128,129,1,0,72,1,135
"com.trevisan.umovandroid.sync.extraction.ExtractionManager",530,15,5,129,23,17,2,24,59
"com.trevisan.umovandroid.fragment.materialdesign.TaskFragmentMD",528,48,31,90,61,26,3,33,21
"com.trevisan.umovandroid.fragment.materialdesign.ItemsFragmentMD",524,50,27,89,54,34,17,39,31
"com.trevisan.umovandroid.service.LocationFieldService",518,10,8,146,7,4,4,6,1
"com.trevisan.umovandroid.component.TTComponent",510,92,81,134,36,18,49,20,25
"com.trevisan.umovandroid.action.ActionExecuteSection",510,41,12,105,52,42,17,48,16
"com.trevisan.umovandroid.manager.TaskExecutionManager",501,123,123,135,24,18,282,23,65
"com.trevisan.umovandroid.dao.ItemDAO",501,54,29,113,26,13,1,21,2
"com.trevisan.umovandroid.model.ActivityTask",492,129,129,131,6,0,96,7,76
"com.trevisan.umovandroid.model.Agent",488,121,121,121,5,1,45,7,60
"com.trevisan.umovandroid.model.Location",487,126,126,133,1,0,25,5,62
"com.trevisan.umovandroid.adapter.materialdesign.TasksAdapterMD",480,44,13,100,48,25,1,29,34
"com.trevisan.umovandroid.model.settingsproperties.SettingsProperties",479,110,109,111,4,1,25,7,51
"com.trevisan.umovandroid.action.ActionStemac",477,59,57,70,16,5,3,9,4
"com.trevisan.umovandroid.component.TTTextBox",455,58,29,144,33,9,3,16,11
"com.trevisan.umovandroid.util.UMovUtils",453,49,47,83,51,12,74,24,4
"com.trevisan.umovandroid.model.Section",448,115,115,116,5,1,112,5,90
"com.trevisan.umovandroid.action.ActionExecuter",445,48,28,64,36,13,3,16,7
"com.trevisan.umovandroid.model.Task",439,117,117,120,9,2,120,9,56
"com.trevisan.umovandroid.action.ActionShowFields",439,38,10,102,44,32,5,36,24
"com.trevisan.umovandroid.service.payment.PaymentService",435,28,15,78,63,35,4,39,19
"com.trevisan.umovandroid.adapter.TaskListAdapterNew",433,36,15,81,45,23,9,29,41
"com.trevisan.umovandroid.service.MediaHistoricalService",431,34,31,91,40,19,32,22,7
"com.trevisan.umovandroid.view.materialdesign.ActivityTasksMD",425,45,29,76,49,27,10,31,20
"com.trevisan.umovandroid.dao.SystemParametersDAO",419,10,7,15,12,3,1,4,0
"com.trevisan.umovandroid.sync.HttpConnector",405,34,15,66,34,4,16,15,11
"com.trevisan.umovandroid.component.address.ActivityAddressSectionField",405,27,14,70,29,9,1,14,32
"com.trevisan.umovandroid.component.TTAudioRecorder",404,53,29,58,28,11,10,16,23
"com.trevisan.umovandroid.action.ActionFinalizeActivityTask1PrePhotos",404,30,9,98,33,27,10,32,9
"com.trevisan.umovandroid.view.ActivityFieldsNew",398,31,13,75,52,33,8,38,23
"com.trevisan.umovandroid.view.ActivityTasksNew",386,35,27,56,58,29,10,34,23
"com.trevisan.umovandroid.dao.customcriteria.ValidationExpressionWhenShowItemsCriteria",381,22,3,92,31,23,1,30,1
"com.trevisan.umovandroid.action.ActionQuitFieldsScreen",380,30,6,90,31,24,6,26,9
"com.trevisan.umovandroid.component.TTMultipleList",375,39,18,88,22,7,4,13,11
"com.trevisan.umovandroid.action.lib.ActionBehavior",365,60,44,58,35,10,62,18,8
"com.trevisan.umovandroid.service.larepublica.DataCheckingServiceCurrent",357,25,8,40,42,18,2,21,15
"com.trevisan.umovandroid.view.materialdesign.ActivityItemsMD",354,41,26,65,35,17,7,19,25
"com.trevisan.umovandroid.lib.util.DateFormatter",353,36,31,83,10,0,50,8,4
"com.trevisan.umovandroid.model.FieldHistorical",340,88,88,92,9,2,47,8,41
"com.trevisan.umovandroid.component.TTGeocoordinateNew",340,45,28,61,29,14,2,20,13
"com.trevisan.umovandroid.lib.expressions.ArithmeticalCalculator",334,34,22,91,21,9,2,17,4
"com.trevisan.umovandroid.view.ActivityItemsNew",329,35,21,54,44,28,6,33,16
"com.trevisan.umovandroid.lib.expressions.operand.OperandParser",317,12,7,50,62,51,15,62,7
"com.trevisan.umovandroid.imageloader.ImageLoader",302,44,24,69,9,1,1,9,20
"com.trevisan.umovandroid.dao.FieldHistoricalDAO",302,44,40,58,15,8,3,14,0
"com.trevisan.umovandroid.service.CustomFieldValueService",302,37,30,74,31,14,21,20,1
"com.trevisan.umovandroid.action.ActionExecuteActivityTask",298,25,11,49,39,34,4,36,11
"com.trevisan.umovandroid.service.api.DownloadActivityHistoricalFromGraphQLService",294,21,2,56,36,26,1,32,14
"com.trevisan.umovandroid.dao.CustomEntityEntryDAO",293,29,14,64,21,11,1,17,0
"com.trevisan.umovandroid.util.AppRuntime",292,64,62,64,10,3,31,4,1
"com.trevisan.umovandroid.lib.expressions.operand.ExpressionValue",285,35,31,75,15,4,94,8,9
"com.trevisan.umovandroid.service.AutomaticActivityExecutionService",285,23,6,53,26,21,1,25,0
"com.trevisan.umovandroid.util.mask.MaskListener",282,27,17,62,9,2,11,8,14
"com.trevisan.umovandroid.view.ActivityTaskNew",282,23,9,54,47,27,5,32,7
"com.trevisan.umovandroid.expressions.ActivityFieldManipulator",279,24,14,75,21,15,5,17,8
"com.trevisan.umovandroid.model.settingsproperties.SignUpSettings",274,51,49,59,7,2,10,5,23
"com.trevisan.umovandroid.service.MenuItemService",273,22,2,52,31,26,2,27,9
"com.trevisan.umovandroid.component.TTImageNew",272,16,11,30,33,18,3,23,12
"com.trevisan.umovandroid.component.ItemsAndTasksSearchManagerMD",270,24,18,33,39,20,3,21,17
"com.trevisan.umovandroid.geoposition.GeoPositionRequester",266,32,16,70,19,6,4,10,15
"com.trevisan.umovandroid.db.OldDataBaseUpdater",264,4,2,59,4,1,1,3,1
"com.trevisan.umovandroid.service.TimeWorkIntervalsService",263,20,4,52,19,14,2,17,9
"com.trevisan.umovandroid.view.larepublica.expanableTaskSection.ExpandableTaskSection",262,29,16,49,38,19,6,25,20
"com.trevisan.umovandroid.sync.MediaSyncController",259,27,17,52,17,10,8,14,9
"com.trevisan.umovandroid.component.TTLinearDistance",258,35,23,45,24,11,2,17,14
"com.trevisan.umovandroid.view.ActivityLocationEditNew",257,20,6,49,38,22,1,27,13
"com.trevisan.umovandroid.view.theme.CustomThemeParser",253,30,7,77,26,4,3,7,5
"com.trevisan.umovandroid.action.ActionActivityLoginTests",250,28,12,33,22,14,1,22,8
"com.trevisan.umovandroid.component.TTUniqueList",250,27,19,62,27,13,2,18,5
"com.trevisan.umovandroid.lib.expressions.operand.Operand",249,31,24,71,15,10,58,16,8
"com.trevisan.umovandroid.view.ActivityAnaliticalQueryNew",249,20,8,37,36,21,1,27,19
"com.trevisan.umovandroid.service.AgentService",248,35,29,54,21,12,85,15,4
"com.trevisan.umovandroid.view.larepublica.ActivityCheckDataLR",246,25,13,52,31,20,5,22,28
"com.trevisan.umovandroid.action.ActionCancelItem",243,22,12,54,37,31,15,36,18
"com.trevisan.umovandroid.component.address.TTAddress",242,30,20,35,27,11,2,15,11
"com.trevisan.umovandroid.service.FieldValidatorService",242,23,9,65,13,7,5,11,3
"com.trevisan.umovandroid.lib.util.CustomFieldManager",242,13,12,50,17,8,8,13,7
"com.trevisan.umovandroid.action.ActionExecuteItem",241,20,11,43,26,21,13,25,17
"com.trevisan.umovandroid.component.duration.TTChronometer",238,33,20,44,19,8,1,12,8
"com.trevisan.umovandroid.view.ActivitySignUp",238,23,6,48,31,17,1,19,15
"com.trevisan.umovandroid.view.ActivityConfirmAddNewTaskNew",238,14,6,38,33,21,1,24,13
"com.trevisan.umovandroid.action.ActionFinalizeActivityTask5PostConfirmation",233,14,4,36,41,35,1,38,19
"com.trevisan.umovandroid.adapter.GenericListAdapterNew",231,38,12,53,27,13,6,19,18
"com.trevisan.umovandroid.model.eca.ConnectorImpl",230,60,60,65,1,0,8,2,30
"com.trevisan.umovandroid.view.MessageDialogWithEditText",228,18,8,30,21,3,1,8,14
"com.trevisan.umovandroid.service.PhoneParametersService",226,35,29,60,21,3,30,6,8
"com.trevisan.umovandroid.dao.ActivityTaskDAO",226,22,18,40,10,4,1,7,0
"com.trevisan.umovandroid.component.GettingGeocoordinate",224,30,18,36,20,8,5,13,10
"com.trevisan.umovandroid.service.MediaHistoricalReadyToBeSentService",223,22,17,37,17,12,12,17,3
"com.trevisan.umovandroid.service.FeatureToggleService",223,6,5,70,6,3,99,5,2
"com.trevisan.umovandroid.dao.FieldDAO",222,22,18,26,11,4,1,7,0
"com.trevisan.umovandroid.service.retroalimentation.CustomEntityEntryRetroalimentation",221,16,9,54,14,7,1,14,5
"com.trevisan.umovandroid.model.ActivityHistorical",218,52,52,62,4,1,75,11,23
"com.trevisan.umovandroid.view.ActivityActivitiesLR",217,16,7,28,40,18,2,20,22
"com.trevisan.umovandroid.view.actionbar.ActionBarSearchExpandListener",216,29,15,31,30,13,2,15,11
"com.trevisan.umovandroid.service.SystemParametersService",215,19,16,41,15,10,134,14,2
"com.trevisan.umovandroid.adapter.MenuAdapter",215,15,6,35,28,13,2,16,17
"com.trevisan.umovandroid.service.LocalNotificationService",213,12,5,55,22,5,7,10,15
"com.trevisan.umovandroid.service.retroalimentation.EntityRetroalimentation",212,24,12,48,22,19,5,23,9
"com.trevisan.umovandroid.view.ActivitySettings",212,17,7,34,30,16,1,20,6
"com.trevisan.umovandroid.model.Item",210,53,52,55,1,0,74,5,24
"com.trevisan.umovandroid.component.multimedia.TTMultiMediaCarousel",210,29,20,34,26,14,2,19,8
"com.trevisan.umovandroid.service.TaskExecutionStateService",208,21,11,48,9,8,0,11,1
"com.trevisan.umovandroid.component.TTVideoRecorder",207,23,18,34,24,12,6,16,11
"com.trevisan.umovandroid.adapter.TaskGridAdapterNew",206,19,17,24,31,10,1,16,14
"com.trevisan.umovandroid.sync.extraction.SystemParametersExtractor",205,4,4,7,10,4,1,5,3
"com.trevisan.umovandroid.component.additionalsettings.AdditionalSettingsAddressField",204,57,57,57,1,0,2,1,28
"com.trevisan.umovandroid.service.ActivityHistoricalService",204,27,25,46,14,10,29,14,1
"com.trevisan.umovandroid.action.login.ActionDoLoginWithFacebookUsingUMovAuthToken",202,21,13,31,30,24,2,27,15
"com.trevisan.umovandroid.action.ActionShowActivities",201,18,7,48,20,15,5,18,15
"com.trevisan.umovandroid.service.TraveledDistanceService",199,26,7,41,12,9,4,12,12
"com.trevisan.umovandroid.service.WorkingJourneyService",197,18,12,50,21,13,2,19,3
"com.trevisan.umovandroid.view.ActivityPrePhotoNew",197,10,5,29,33,18,1,24,8
"com.trevisan.umovandroid.service.TaskGPSExecutionService",196,19,12,45,17,9,5,14,1
"com.trevisan.umovandroid.service.TaskGPSStateService",191,17,15,38,14,5,2,10,0
"com.trevisan.umovandroid.dao.LocationDAO",191,10,4,12,9,5,1,7,0
"com.trevisan.umovandroid.lib.vo.CustomField",190,51,51,53,6,0,30,1,24
"com.trevisan.umovandroid.action.ActionActivitySignUpRegister",190,13,4,31,21,18,1,21,34
"com.trevisan.umovandroid.component.TTLogic",188,23,16,34,15,4,3,8,7
"com.trevisan.umovandroid.service.gps.GpsTrackingProvider",188,21,10,32,22,14,2,17,19
"com.trevisan.umovandroid.eca.business.EcaProcessResultManager",188,19,3,45,29,18,2,19,0
"com.trevisan.umovandroid.action.ActionActivitySignUpWithFacebookOk",186,19,7,39,15,11,1,15,13
"com.trevisan.umovandroid.view.ActivityMasterGroupsNew",186,15,10,34,33,22,2,25,6
"com.trevisan.umovandroid.action.ActionShowWebRouter",184,21,14,28,21,15,5,20,11
"com.trevisan.umovandroid.service.WebRouterService",184,17,11,39,17,10,2,15,14
"com.trevisan.umovandroid.component.TTTextBoxNew",183,21,15,31,18,7,8,12,2
"com.trevisan.umovandroid.component.TTRankingList",182,23,17,38,18,7,2,11,7
"com.trevisan.umovandroid.action.ActionActivityLocationEditOk",182,22,12,39,23,21,1,24,8
"com.trevisan.umovandroid.action.ActionFinalizeActivityTask4CheckOptionalGpsRetry",182,18,11,44,27,23,3,25,6
"com.trevisan.umovandroid.model.GeoPositionHistorical",181,50,50,50,1,1,8,4,27
"com.trevisan.umovandroid.view.ProcessingDialog",181,17,15,33,17,5,19,9,22
"com.trevisan.umovandroid.action.ActionShowFilterItemsOptions",180,20,7,27,21,8,1,10,11
"com.trevisan.umovandroid.service.FieldService",178,32,32,48,18,10,29,12,1
"com.trevisan.umovandroid.db.DataBaseManager",178,16,14,30,12,4,17,8,4
"com.trevisan.umovandroid.action.ActionExecuteTask",176,20,11,25,25,21,10,23,8
"com.trevisan.umovandroid.view.lib.TTActivity",175,29,20,37,15,5,12,9,11
"com.trevisan.umovandroid.component.multimedia.TTMultiMedia",174,26,15,33,23,7,6,12,15
"com.trevisan.umovandroid.service.AudioPlayerAndRecorderService",174,18,17,35,15,8,13,10,6
"com.trevisan.umovandroid.component.ComponentsFactory",174,12,8,57,19,16,9,16,1
"com.trevisan.umovandroid.service.LoginService",172,22,20,32,16,9,19,11,0
"com.trevisan.umovandroid.view.ActivitySignUpWithFacebook",172,12,4,18,25,13,2,15,26
"com.trevisan.umovandroid.component.duration.TTDuration",171,25,16,42,19,6,1,10,5
"com.trevisan.umovandroid.component.TTImage",171,22,16,39,14,6,6,9,10
"com.trevisan.umovandroid.service.ExecutionExpressionsFromItemsListService",169,10,6,49,15,8,1,14,3
"com.trevisan.umovandroid.component.multimedia.TTMultiMediaImageNew",168,19,12,29,24,15,3,20,3
"com.trevisan.umovandroid.lib.expressions.operand.customEntity.CustomEntityOperand",167,19,16,36,16,10,2,17,6
"com.trevisan.umovandroid.action.ActionExecuteItemsGroup",165,17,6,28,19,13,6,15,12
"com.trevisan.umovandroid.adapter.materialdesign.ItemsAdapterForViewPagerMD",164,23,18,25,34,21,2,23,13
"com.trevisan.umovandroid.view.ActivitySectionsNew",164,17,13,19,30,16,2,18,9
"com.trevisan.umovandroid.view.ActivitySectionsAndConference",164,16,9,22,26,15,4,18,24
"com.trevisan.umovandroid.service.ClearDataService",164,15,8,18,28,25,9,27,6
"com.trevisan.umovandroid.service.CustomFieldService",162,27,19,41,16,7,22,11,3
"com.trevisan.umovandroid.component.TTTime",162,27,19,29,18,4,2,7,4
"com.trevisan.umovandroid.view.ActivityItemGroupsNew",162,15,10,25,31,20,1,23,5
"com.trevisan.umovandroid.service.RealimentationService",162,13,5,47,12,9,2,11,7
"com.trevisan.umovandroid.imagemanager.ImageManager",161,26,22,35,17,3,6,5,13
"com.trevisan.umovandroid.eca.business.EcaManager",161,15,3,33,28,18,8,22,3
"com.trevisan.umovandroid.component.TTDate",159,23,17,26,18,5,2,8,4
"com.trevisan.umovandroid.component.UMovReader",159,19,8,29,26,5,3,11,4
"com.trevisan.umovandroid.view.ActivityCamera",159,18,10,24,34,2,1,7,8
"com.trevisan.umovandroid.service.GeoPositionHistoricalService",158,25,23,36,17,11,21,15,3
"com.trevisan.umovandroid.adapter.ItemListAdapterNew",158,15,2,36,25,16,4,19,9
"com.trevisan.umovandroid.service.ActivityHistoricalReadyToBeSentService",157,19,17,32,13,10,18,12,2
"com.trevisan.umovandroid.service.MarshmallowOrHigherVersionDangerousPermissionsService",157,9,8,43,13,6,12,8,5
"com.trevisan.umovandroid.model.LocationField",156,25,25,32,2,0,8,2,55
"com.trevisan.umovandroid.action.ActionActivityFieldsValidate",156,9,5,33,18,12,2,16,6
"com.trevisan.umovandroid.lib.vo.ValidationExpressionVO",154,30,30,32,0,0,13,5,22
"com.trevisan.umovandroid.view.ActivityMessages",154,15,7,20,31,15,1,18,10
"com.trevisan.umovandroid.dao.LocationDataHistoricalDAO",154,8,5,10,8,4,1,5,0
"com.trevisan.umovandroid.dao.FieldHistoricalReadyToBeSentDAO",152,15,10,17,11,4,1,7,0
"com.trevisan.umovandroid.action.ActionSelectActivityTask",152,15,9,33,24,18,6,24,5
"com.trevisan.umovandroid.listdatasource.CustomEntityListDataSource",151,10,7,31,30,22,2,26,5
"com.trevisan.umovandroid.view.ActivityTour",150,18,7,20,19,6,2,10,12
"com.trevisan.umovandroid.view.ActivityActivitiesNew",150,15,11,18,26,13,5,15,9
"com.trevisan.umovandroid.view.larepublica.expanableTaskSection.ExpandableHorizontalTaskSection",150,9,7,20,25,7,3,9,4
"com.trevisan.umovandroid.model.ActivityType",149,40,40,40,5,0,48,4,20
"com.trevisan.umovandroid.service.DataService",149,13,10,44,5,3,6,7,0
"com.trevisan.umovandroid.lib.util.NumberFormatter",149,12,9,40,7,0,7,5,1
"com.trevisan.umovandroid.action.ActionSelectTask",147,17,11,23,23,17,10,19,14
"com.trevisan.umovandroid.service.UMovTroublesOnExecutionLogService",147,15,13,27,12,2,40,13,3
"com.trevisan.umovandroid.service.ImageService",146,14,9,29,16,7,7,12,5
"com.trevisan.umovandroid.imageloader.DefaultImageLoaderDelegate",146,8,5,29,13,0,2,6,0
"com.trevisan.umovandroid.component.TTDocument",145,19,15,26,20,9,5,12,7
"com.trevisan.umovandroid.dao.customcriteria.CustomCriteriaItem",145,17,6,37,11,8,4,12,7
"com.trevisan.umovandroid.view.ActivityCreateNewTaskNew",145,11,6,24,25,12,1,16,2
"com.trevisan.umovandroid.listdatasource.EntityCustomFieldListDataSource",144,18,8,32,16,12,2,17,7
"com.trevisan.umovandroid.dao.GeoPositionHistoricalDAO",144,18,13,24,7,3,1,7,0
"com.trevisan.umovandroid.dao.AgentDAO",143,6,3,9,8,3,1,4,0
"com.trevisan.umovandroid.lib.expressions.operand.connector.ConnectorOperand",142,17,11,29,18,7,1,11,5
"com.trevisan.umovandroid.action.ActionFinalizeActivityTask2PreConfirmation",142,15,8,35,16,12,3,16,5
"com.trevisan.umovandroid.lib.expressions.tree.ExpressionTree",141,23,19,28,4,2,7,7,1
"com.trevisan.umovandroid.service.LanguageService",141,18,13,36,16,9,159,13,1
"com.trevisan.umovandroid.component.multimedia.TTMultiMediaWebNew",141,15,8,26,17,4,1,8,8
"com.trevisan.umovandroid.action.ActionSaveSectionFieldsEditionsFromItemList",141,10,5,18,22,13,1,16,16
"com.trevisan.umovandroid.sync.historical.HistoricalManager",140,11,7,19,18,16,2,19,9
"com.trevisan.umovandroid.dao.TaskActivityTaskRelationshipDAO",139,27,23,28,8,3,1,6,0
"com.trevisan.umovandroid.model.InfoHistorical",138,38,38,38,0,0,3,0,21
"com.trevisan.umovandroid.service.TaskActivityTaskRelationshipService",138,30,28,41,12,6,10,10,1
"com.trevisan.umovandroid.service.AuthService",138,25,21,29,21,1,21,3,0
"com.trevisan.umovandroid.service.MaterialDesignShowMessageService",138,19,8,24,16,1,25,3,4
"com.trevisan.umovandroid.action.ActionUMovEnter",137,10,4,21,24,21,2,24,7
"com.trevisan.umovandroid.model.SyncHeader",135,33,33,36,1,1,15,4,16
"com.trevisan.umovandroid.UMovApplication",134,24,21,25,23,13,40,18,9
"com.trevisan.umovandroid.service.ExtractionService",134,11,7,21,16,14,2,17,8
"com.trevisan.umovandroid.geoposition.ActivityTaskGeoPositionRequester",133,16,11,21,18,11,5,15,7
"com.trevisan.umovandroid.service.FileSystemLogService",132,16,2,27,17,10,1,17,4
"com.trevisan.umovandroid.dao.customcriteria.CustomCountCriteriaItem",131,10,4,31,3,2,1,4,2
"com.trevisan.umovandroid.service.TaskExceededExecutionTimeService",130,15,10,30,13,6,1,10,0
"com.trevisan.umovandroid.action.ActionExtractRecordsFromActivityTasks",130,13,8,15,14,13,1,17,5
"com.trevisan.umovandroid.component.TTDateTimePicker",129,18,10,14,20,2,1,4,6
"com.trevisan.umovandroid.dao.ActivityHistoricalDAO",129,16,12,19,8,4,1,7,0
"com.trevisan.umovandroid.component.TTTimeNew",129,13,9,20,19,5,3,8,3
"com.trevisan.umovandroid.component.address.UMovAddress",128,23,21,34,5,0,9,3,9
"com.trevisan.umovandroid.adapter.materialdesign.SectionsAdapterMD",128,13,7,17,24,12,1,14,14
"com.trevisan.umovandroid.view.larepublica.expanableTaskSection.ExpandableVerticalTaskSection",128,11,10,20,18,8,5,10,2
"com.trevisan.umovandroid.component.address.ActionConfirmAddress",128,7,5,29,12,4,1,7,15
"com.trevisan.umovandroid.expressions.ItemAttributeRetriever",127,13,10,36,17,12,1,17,5
"com.trevisan.umovandroid.action.ActionSearchItems",127,8,6,13,23,20,7,22,7
"com.trevisan.umovandroid.sync.extraction.TaskExtractor",126,9,7,13,12,8,1,12,7
"com.trevisan.umovandroid.action.ActionOfflineFlowAfterFinalizeActivityTask",125,14,5,28,10,9,2,11,6
"com.trevisan.umovandroid.service.SearchTaskAndLocationFieldsService",124,10,6,29,11,4,5,10,4
"com.trevisan.umovandroid.action.ActionSearchItemsMD",123,10,6,26,22,17,3,19,6
"com.trevisan.umovandroid.action.ActionVerifyGeoLocationProviders",122,19,12,27,14,9,1,11,5
"com.trevisan.umovandroid.lib.expressions.operand.function.AddressFunctionOperand",122,17,8,37,11,5,1,8,12
"com.trevisan.umovandroid.db.Criteria",122,17,11,34,2,0,84,5,3
"com.trevisan.umovandroid.service.TaskFieldService",122,6,4,26,10,5,3,8,0
"com.trevisan.umovandroid.component.TTLabel",120,20,15,26,15,4,2,7,2
"com.trevisan.umovandroid.view.ActivityTaskGPSExecutionAlert",120,14,3,22,12,6,2,8,7
"com.trevisan.umovandroid.action.ActionExecuteActivityTaskStemac",119,23,4,42,7,4,3,7,0
"com.trevisan.umovandroid.action.ActionManageSyncOptionsAfterFinalizeActivity",119,16,10,23,11,8,1,11,7
"com.trevisan.umovandroid.action.ActionActivityFieldsBackMD",119,15,6,23,14,11,1,13,8
"com.trevisan.umovandroid.component.TTUniqueListNew",119,13,8,21,17,5,8,8,2
"com.trevisan.umovandroid.action.ActionActivityChangePasswordOk",119,12,12,19,14,11,1,15,7
"com.trevisan.umovandroid.lib.expressions.parser.ValidationExpressionParser",119,9,2,24,18,13,1,16,1
"com.trevisan.umovandroid.dao.CustomFieldDAO",118,17,12,18,12,4,1,6,0
"com.trevisan.umovandroid.service.InfoHistoricalService",118,14,11,18,14,4,5,11,2
"com.trevisan.umovandroid.action.login.ActionDoLoginWithUserAndPasswordAuthentication",118,13,8,24,17,12,3,15,4
"com.trevisan.umovandroid.adapter.AlertDialogListAdapter",118,11,9,20,22,12,4,16,9
"com.trevisan.umovandroid.expressions.LocationAttributeRetriever",118,7,6,44,10,6,1,11,0
"com.trevisan.umovandroid.model.WorkingJourney",117,32,32,32,1,0,6,0,17
"com.trevisan.umovandroid.dao.ValidationExpressionDAO",117,17,12,20,9,4,1,7,0
"com.trevisan.umovandroid.view.ActivityNewTaskActivitiesNew",117,11,5,16,24,11,1,17,8
"com.trevisan.umovandroid.component.input.cognex.CognexScanner",116,15,9,31,14,4,10,5,10
"com.trevisan.umovandroid.eca.business.HttpClientImpl",116,9,7,25,18,6,1,8,5
"com.trevisan.umovandroid.view.materialdesign.ActivitySectionsMD",116,9,5,16,24,12,2,14,11
"com.trevisan.umovandroid.listdatasource.ListDataSource",115,21,21,34,13,7,10,10,4
"com.trevisan.umovandroid.service.SectionsAndConferenceService",114,7,4,16,13,9,1,11,11
"com.trevisan.umovandroid.service.MobileParametersService",113,17,9,26,9,4,22,6,4
"com.trevisan.umovandroid.service.ItemGroupService",113,15,14,27,18,11,21,14,2
"com.trevisan.umovandroid.component.materialdesign.ActivitiesTasksHorizontalScrollView",113,15,6,21,20,9,1,12,6
"com.trevisan.umovandroid.lib.expressions.operand.item.ItemOperand",113,12,12,26,11,6,3,10,3
"com.trevisan.umovandroid.component.TTFocusAnimationView",112,2,2,22,5,0,1,0,3
"com.trevisan.umovandroid.action.ActionManageCollectedItemsViewMode",111,14,9,18,16,13,10,15,7
"com.trevisan.umovandroid.sync.extraction.SectionExtraction",111,8,5,14,9,6,1,9,4
"com.trevisan.umovandroid.action.ActionResult",110,28,28,29,9,2,13,2,10
"com.trevisan.umovandroid.service.ValidationExpressionService",110,14,14,26,18,12,10,14,1
"com.trevisan.umovandroid.action.ActionShowTasks",110,14,12,23,14,12,32,14,10
"com.trevisan.umovandroid.adapter.MessageListAdapter",110,13,8,14,17,6,1,8,9
"com.trevisan.umovandroid.action.ActionShowGeocoordinatesOrAddressOnMap",110,12,4,21,14,8,6,13,1
"com.trevisan.umovandroid.action.ActionShowSections",110,11,7,19,14,11,17,13,7
"com.trevisan.umovandroid.sync.extraction.LocationExtractor",110,8,6,10,6,4,1,8,3
"com.trevisan.umovandroid.dao.SectionDAO",110,6,2,6,7,3,1,4,0
"com.trevisan.umovandroid.lib.vo.SimpleModel",109,23,23,30,4,0,49,4,6
"com.trevisan.umovandroid.component.input.NFCReader",109,9,3,23,11,1,3,7,4
"com.trevisan.umovandroid.lib.expressions.flow.ExpressionsFlow",107,16,15,30,1,1,19,3,15
"com.trevisan.umovandroid.sync.GeoPositionSyncController",107,12,3,22,13,11,2,15,5
"com.trevisan.umovandroid.component.input.BarcodeScanner",107,12,7,24,10,3,11,5,13
"com.trevisan.umovandroid.action.ActionShareConferenceDataAsImage",106,10,4,16,16,1,2,3,4
"com.trevisan.umovandroid.model.eca.binder.ActivityHistoryItemBinder",106,7,3,15,17,8,1,14,1
"com.trevisan.umovandroid.service.retroalimentation.AgentRetroalimentation",106,5,5,27,7,4,1,5,2
"com.trevisan.umovandroid.language.LanguageEN",106,1,0,1,1,0,1,2,0
"com.trevisan.umovandroid.language.LanguagePT",106,1,0,1,1,0,1,2,0
"com.trevisan.umovandroid.action.LinkedAction",105,29,25,30,10,4,211,6,6
"com.trevisan.umovandroid.action.ActionMessage",105,28,28,28,2,0,52,1,11
"com.trevisan.umovandroid.model.MediaHistorical",105,27,27,27,2,1,21,5,18
"com.trevisan.umovandroid.service.api.ApiService",105,16,1,27,10,5,1,8,8
"com.trevisan.umovandroid.view.ActivityWebRouter",105,9,6,4,23,12,1,16,7
