"type","dep","i-dep","fan-in","fan-out"
"me.umov.ureport.model.dbview.ItemSubGroup",1,0,1,0
"me.umov.ureport.model.dbview.Local",2,0,2,0
"me.umov.ureport.model.report.Environment",4,0,5,1
"me.umov.ureport.config.database.dataSource.ReportDatabaseConfig",13,0,0,1
"me.umov.ureport.service.report.ReportService",14,3,2,4
"me.umov.ureport.service.dbview.HistoryValueService",12,2,1,3
"me.umov.ureport.service.dbview.item.ItemGroupService",12,2,3,3
"me.umov.ureport.model.dbview.Item",1,0,2,0
"me.umov.ureport.controller.LoginController",9,2,0,3
"me.umov.ureport.model.report.MediaTagsDTO",0,0,2,0
"me.umov.ureport.model.dbview.ActivitySection",1,0,2,0
"me.umov.ureport.controller.AgentController",10,3,0,3
"me.umov.ureport.model.dbview.ItemGroup",4,0,2,0
"me.umov.ureport.service.report.LimitsService",14,4,1,4
"me.umov.ureport.dao.ReportDAO",17,4,1,4
"me.umov.ureport.model.UserLimits",1,1,2,1
"me.umov.ureport.model.dbview.TeamAgent",1,0,0,0
"me.umov.ureport.interceptor.UserInterceptor",10,2,1,3
"me.umov.ureport.model.report.FilterPermission",2,0,2,0
"me.umov.ureport.model.dbview.AgentActivity",2,0,0,0
"me.umov.ureport.interceptor.LocaleInterceptor",11,1,1,2
"me.umov.ureport.controller.ActivitySectionController",8,3,0,3
"me.umov.ureport.model.report.Tags",0,0,2,0
"me.umov.ureport.model.report.HistoryValueDTO",0,0,0,0
"me.umov.ureport.controller.LocalController",7,2,0,2
"me.umov.ureport.controller.dto.multiselect.MultiSelectDTO",1,0,10,1
"me.umov.ureport.controller.item.ItemSubGroupController",6,2,0,2
"me.umov.ureport.controller.item.ItemController",6,2,0,2
"me.umov.ureport.controller.TeamController",8,3,0,3
"me.umov.ureport.controller.StatusController",10,3,0,3
"me.umov.ureport.config.report.DefaultLimits",3,1,1,1
"me.umov.ureport.config.report.ReportConfiguration",3,0,2,0
"me.umov.ureport.model.report.GoogleImageFile",0,0,0,0
"me.umov.ureport.controller.dto.multiselect.MediaController",5,3,0,3
"me.umov.ureport.controller.LocalClassController",7,2,0,2
"me.umov.ureport.controller.IndexController",6,1,0,1
"me.umov.ureport.controller.ActivityController",7,2,0,2
"me.umov.ureport.service.report.EnvironmentService",9,2,1,2
"me.umov.ureport.config.spring.InterceptorConfig",6,2,0,3
"me.umov.ureport.controller.item.ItemGroupController",6,2,0,2
"me.umov.ureport.config.database.multitenant.MultiTenantResolver",4,1,0,2
"me.umov.ureport.model.dbview.TeamAgentRecursiveView",5,0,1,0
"me.umov.ureport.model.dbview.ResponsibleTeamRecursiveView",5,0,2,0
"me.umov.ureport.exception.ScheduledReportException",0,0,1,1
"me.umov.ureport.config.spring.AuthClientConfig",6,0,0,0
"me.umov.ureport.service.aws.AWSProducerService",7,1,1,1
"me.umov.ureport.model.report.Status",1,1,2,1
"me.umov.ureport.config.database.converter.LocalDateTimeAttributeConverter",4,0,2,1
"me.umov.ureport.model.report.DBServiceStatus",0,0,1,0
"me.umov.ureport.model.aws.ScheduledReportQueueItem",1,0,2,0
"me.umov.ureport.BuildInfo",3,0,4,2
"me.umov.ureport.dao.AbstractPhotoBookSQLFilter",2,0,2,0
"me.umov.ureport.config.spring.SessionLocaleResolverConfig",3,0,0,0
"me.umov.ureport.exception.AtLeastOneImageRequiredException",0,0,1,1
"me.umov.ureport.exception.MissingActivityException",0,0,1,1
"me.umov.ureport.exception.RangeDateFilterException",0,0,1,1
"me.umov.ureport.exception.AtLeastOneFieldRequiredException",0,0,0,1
"me.umov.ureport.exception.MissingPhotosActivityFieldsException",0,0,1,1
"me.umov.ureport.exception.MissingTaskSituationException",0,0,1,1
"me.umov.ureport.exception.TooManyImagesSelectedException",0,0,1,1
"me.umov.ureport.exception.MissingDatesException",0,0,1,1
"me.umov.ureport.exception.MediaValidationException",0,0,1,1
