"method","loc","cyclo","calls","nbd","param"
"me.umov.ureport.model.report.PhotoBookReportParameters.setAgents(List<Long> agents)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllActivitiesSelected(boolean allActivitiesSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllActivityFieldsSelected(boolean allActivityFieldsSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllActivitySectionsSelected(boolean allActivitySectionsSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllAgentsSelected(boolean allAgentsSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllLocalClassesSelected(boolean allLocalClassesSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllLocalsSelected(boolean allLocalsSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setAllTeamsSelected(boolean allTeamsSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setBeginTaskExecutionDate(LocalDate beginTaskExecutionDate)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setEditBook(boolean editBook)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setEndTaskExecutionDate(LocalDate endTaskExecutionDate)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setExecutionDateVisible(boolean executionDateVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setExecutionHourVisible(boolean executionHourVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setFieldNameVisible(boolean fieldNameVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setFilterStructure(Long filterStructure)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setGroupPhotos(boolean groupPhotos)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setIntegrationIdVisible(boolean integrationIdVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setItemDescriptionVisible(boolean itemDescriptionVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setItemGroups(List<Long> itemGroups)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setItemSubGroups(List<Long> itemSubGroups)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setItems(List<Long> items)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setLocalClasses(List<Long> localClasses)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setLocalVisible(boolean localVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setLocals(List<Long> locals)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setMediaApprovalStatuses(List<MediaApprovalStatus> mediaApprovalStatuses)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setObservationVisible(boolean observationVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setPhotoLinkVisible(boolean photoLinkVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setRatings(List<Long> ratings)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setRelatedFields(List<Long> relatedFields)",2,1,0,2,1
