"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheckTest",218,19,18,19,7,4,0,5,0,0.0
"com.puppycrawl.tools.checkstyle.checks.blocks.NeedBracesCheckTest",217,14,13,14,5,3,0,4,0,0.0
"com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheckTest",214,20,15,21,16,3,0,9,8,0.875
"com.puppycrawl.tools.checkstyle.api.AutomaticBean",214,15,8,24,26,1,30,8,4,0.9107142857142857
"com.puppycrawl.tools.checkstyle.grammar.GeneratedJavaTokenTypesTest",213,1,1,1,2,0,0,1,0,0.0
"com.puppycrawl.tools.checkstyle.utils.JavadocUtil",212,17,16,42,16,11,24,15,7,0.8303571428571428
"com.puppycrawl.tools.checkstyle.checks.regexp.RegexpOnFilenameCheckTest",211,21,20,21,13,5,0,6,0,0.0
"com.puppycrawl.tools.checkstyle.api.JavadocTokenTypes",211,1,0,1,1,0,15,0,183,0.0
"com.puppycrawl.tools.checkstyle.api.FileContentsTest",210,21,21,21,13,0,0,0,0,0.0
"com.puppycrawl.tools.checkstyle.grammar.javadoc.GeneratedJavadocTokenTypesTest",209,2,2,2,2,0,0,0,1,2.0
"com.puppycrawl.tools.checkstyle.checks.coding.hiddenfield.InputHiddenField",208,33,30,23,0,0,0,0,21,0.7767857142857143
"com.puppycrawl.tools.checkstyle.checks.regexp.RegexpSinglelineJavaCheckTest",208,21,20,21,7,3,0,4,0,0.0
"com.puppycrawl.tools.checkstyle.api.JavadocTokenTypesTest",208,3,3,3,5,0,0,1,0,0.0
"com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck",207,20,11,48,9,7,0,11,7,0.8421052631578947
"com.puppycrawl.tools.checkstyle.checks.imports.UnusedImportsCheckTest",206,14,13,14,11,4,0,5,0,0.0
"com.puppycrawl.tools.checkstyle.PropertyCacheFileTest",206,12,11,12,26,2,0,7,1,1.0909090909090908
"com.puppycrawl.tools.checkstyle.checks.whitespace.nowhitespaceafter.InputNoWhitespaceAfter",205,32,24,20,0,0,0,5,10,0.8548387096774194
"com.puppycrawl.tools.checkstyle.filters.SuppressWithPlainTextCommentFilter",203,18,8,32,15,5,3,14,14,0.680672268907563
"com.puppycrawl.tools.checkstyle.checks.AvoidEscapedUnicodeCharactersCheck",202,15,9,26,10,5,4,8,12,0.7202380952380951
"com.puppycrawl.tools.checkstyle.JavadocPropertiesGeneratorTest",201,16,14,16,16,2,0,7,5,1.0
"com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationFromGuava",199,33,31,28,4,0,0,2,3,0.96875
"com.puppycrawl.tools.checkstyle.filters.SuppressionFilterTest",199,14,10,21,19,6,0,13,1,1.0769230769230769
"com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheck",199,13,6,56,6,4,7,7,6,0.7916666666666666
"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTypeCheck",197,17,11,38,17,10,2,14,16,0.53125
"com.puppycrawl.tools.checkstyle.checks.javadoc.WriteTagCheckTest",197,16,14,17,18,4,0,6,0,0.0
"com.puppycrawl.tools.checkstyle.checks.coding.FallThroughCheck",197,15,6,47,7,4,3,7,4,0.9642857142857143
