"type","dep","i-dep","fan-in","fan-out"
"me.umov.refill.builder.widget.ImageCollectedDataBuilder",5,0,0,1
"me.umov.refill.builder.widget.ActivityExecutionGaugeDataBuilder",5,0,0,1
"me.umov.refill.model.Media",3,0,2,1
"me.umov.refill.types.handler.CharArrayTypeHandlerTest",5,2,0,2
"me.umov.refill.interceptor.TransactionInterceptor",5,1,1,2
"me.umov.refill.injection.InjectionModule",10,3,2,4
"me.umov.refill.types.handler.StringTypeHandler",1,1,0,2
"me.umov.refill.builder.widget.TimelineExecutionDataBuilder",13,0,0,1
"me.umov.refill.fixture.OnlineFilterFixture",2,1,7,2
"me.umov.refill.fixture.GraphicIconFixture",2,2,2,3
"me.umov.refill.service.AttemptService",3,2,0,3
"me.umov.refill.model.activity.ActivityFieldSoyDTO",2,0,3,1
"me.umov.refill.injection.SessionFactoryProvider",6,0,4,0
"me.umov.refill.util.DateTimeUtilsTest",3,0,0,0
"me.umov.refill.persistence.MarkerResultTransformerTest",5,1,0,1
"me.umov.refill.dao.RouteDataDaoTest",10,2,0,3
"me.umov.refill.service.ActivityFieldService",8,4,2,5
"me.umov.refill.persistence.OrderBySqlFormula",4,0,2,1
"me.umov.refill.types.handler.AnyArrayTypeHandler",3,1,1,2
"me.umov.refill.types.TableColumnTypeTest",2,0,0,0
"me.umov.refill.builder.widget.TeamsManagementDataBuilderTest",7,2,0,2
"me.umov.refill.builder.widget.AgentsManagementDataBuilderTest",7,2,0,2
"me.umov.refill.service.GraphicService",5,4,1,6
"me.umov.refill.injection.SessionFactoryManager",3,0,0,0
"me.umov.refill.builder.widget.MapTaskExecutionDataBuilder",11,0,1,1
"me.umov.refill.service.CustomFieldService",7,4,3,5
"me.umov.refill.types.handler.LongArrayTypeHandler",3,1,0,2
"me.umov.refill.builder.widget.customtable.TableColumnDataBuilder",6,2,3,2
"me.umov.refill.injection.InjectorCreatorTest",6,0,0,0
"me.umov.refill.types.handler.AnyArrayTypeHandlerTest",5,2,0,2
"me.umov.refill.builder.widget.AllTasksDataBuilderTest",7,2,0,2
"me.umov.refill.dao.TypeResolverTest",5,1,0,1
"me.umov.refill.util.FormatUtils",2,0,0,1
"me.umov.refill.util.DateTimeUtils",4,0,0,1
"me.umov.refill.builder.DataBuilderFactory",4,2,2,2
"me.umov.refill.serialization.NotEmptyListAdapter",6,0,1,2
"me.umov.refill.fixture.CardDataFixture",1,1,1,1
"me.umov.refill.fixture.TableColumnDataFixture",1,1,3,1
"me.umov.refill.service.RouteDataService",6,3,2,3
"me.umov.refill.builder.widget.HorizontalTimelineExecutionDataBuilder",5,0,0,1
"me.umov.refill.util.ListUtils",1,0,0,3
"me.umov.refill.service.AbstractService",3,2,3,3
"me.umov.refill.fixture.MediaFixture",2,1,1,1
"me.umov.refill.reflection.ReflectionUtils",2,0,0,3
"me.umov.refill.model.customfield.CustomFieldSoyDTO",1,0,3,0
"me.umov.refill.injection.SessionFactoryProviderTest",4,0,0,0
"me.umov.refill.validator.MarkerValidator",1,1,2,3
"me.umov.refill.builder.widget.AbstractGaugeDataBuilder",4,1,1,2
"me.umov.refill.dao.GraphicDao",2,1,2,2
"me.umov.refill.types.WidgetFontSizeTest",5,0,0,0
"me.umov.refill.util.MediaIconHelper",2,1,0,1
"me.umov.refill.dao.AbstractOperationDao",4,1,3,2
"me.umov.refill.dao.AbstractChartDao",4,1,4,2
"me.umov.refill.dao.TypeResolver",2,0,1,0
"me.umov.refill.persistence.CustomPostgreSQLDialectTest",4,0,0,0
"me.umov.refill.service.TestService",4,3,0,4
"me.umov.refill.persistence.CustomPostgreSQLDialect",4,0,1,1
"me.umov.refill.util.TestUtils",1,0,0,1
"me.umov.refill.validator.RouteValidator",1,1,2,2
"me.umov.refill.model.column.FieldTypesTest",4,0,0,0
"me.umov.refill.dao.TestDao",3,1,2,2
"me.umov.refill.builder.widget.CustomEntitiesRowActionFactory",3,1,0,1
"me.umov.refill.dao.ActivityFieldDao",5,1,2,2
"me.umov.refill.fixture.OnlineFilterOptionFixture",1,1,4,1
"me.umov.refill.injection.InjectorCreator",2,0,1,0
"me.umov.refill.injection.DirectionsProvider",4,1,0,2
"me.umov.refill.service.ScheduleDBViewEnvironmentService",2,1,1,1
"me.umov.refill.dao.RouteDataDao",4,2,2,3
"me.umov.refill.geo.GeoProcessor",4,2,4,2
"me.umov.refill.persistence.BooleanCharacterType",1,0,0,1
"me.umov.refill.dao.CustomFieldDao",3,1,2,2
"me.umov.refill.dao.ScheduleDBViewEnvironmentDao",3,1,2,2
"me.umov.refill.types.handler.FilterTypeHandler",1,1,9,1
"me.umov.refill.builder.widget.customtable.ColumnDataBuilder",3,2,2,2
"me.umov.refill.core.AbstractWorkerTestMock",2,1,1,1
"me.umov.refill.model.Model",1,0,19,0
"me.umov.refill.builder.GraphicDataBuilder",2,2,6,2
"me.umov.refill.validator.Validator",0,0,3,0
"me.umov.refill.util.TestException",0,0,4,1
