"type","dep","i-dep","fan-in","fan-out"
"br.com.trevisantecnologia.centerweb.api.internal.controller.ApiTaskControllerTest",34,15,0,18
"br.com.trevisantecnologia.centerweb.dao.impl.CustomFieldHibernateDaoImplTest",25,5,0,7
"br.com.trevisantecnologia.centerweb.service.IdiomEntryService",21,10,16,17
"br.com.trevisantecnologia.centerweb.controller.EventControllerTest",37,15,0,16
"br.com.trevisantecnologia.centerweb.fixture.ActivityFixture",19,11,39,12
"br.com.trevisantecnologia.centerweb.model.Partner",15,0,22,3
"br.com.trevisantecnologia.centerweb.controller.ImportLayoutControllerTest",42,14,0,15
"br.com.trevisantecnologia.centerweb.model.Field",25,0,7,2
"br.com.trevisantecnologia.centerweb.api.controller.ApiCustomEntityEntryControllerTest",30,10,0,12
"br.com.trevisantecnologia.centerweb.model.Limit",7,0,33,1
"br.com.trevisantecnologia.centerweb.service.SectionServiceTest",29,13,0,13
"br.com.trevisantecnologia.centerweb.dao.impl.SectionFieldHibernateDaoImpl",15,4,0,8
"br.com.trevisantecnologia.centerweb.controller.GraphicControllerTest",55,26,0,26
"br.com.trevisantecnologia.centerweb.controller.ExportLayoutPopupControllerTest",54,23,0,25
"br.com.trevisantecnologia.centerweb.serialization.ActivityHierarchicalViewConverterTest",28,20,0,21
"br.com.trevisantecnologia.centerweb.api.batch.service.AbstractApiBatchService",30,18,3,28
"br.com.trevisantecnologia.centerweb.service.GraphicGroupServiceTest",41,10,0,10
"br.com.trevisantecnologia.centerweb.fixture.CustomFieldFixture",30,3,59,4
"br.com.trevisantecnologia.centerweb.controller.TeamControllerTest",45,20,0,20
"br.com.trevisantecnologia.centerweb.model.Team",32,2,53,6
"br.com.trevisantecnologia.centerweb.api.interceptor.ApiAccessInterceptorTest",36,11,0,15
"br.com.trevisantecnologia.centerweb.model.ScheduledAbsence",31,0,6,3
"br.com.trevisantecnologia.centerweb.service.AgentTeamServiceTest",25,10,0,10
"br.com.trevisantecnologia.centerweb.controller.ServiceLocalActivityController",30,18,0,22
"br.com.trevisantecnologia.centerweb.controller.ExporterController",33,12,0,17
"br.com.trevisantecnologia.centerweb.fixture.ServiceLocalFixture",14,8,32,11
"br.com.trevisantecnologia.centerweb.api.service.ApiScheduleRoutingService",24,7,1,9
"br.com.trevisantecnologia.centerweb.factory.ActivityExportLayoutTest",31,14,0,17
"br.com.trevisantecnologia.centerweb.service.SystemParametersServiceTest",35,8,0,10
"br.com.trevisantecnologia.centerweb.service.ImporterServiceTest",34,12,0,13
"br.com.trevisantecnologia.centerweb.service.ItineraryServiceTest",40,13,0,13
"br.com.trevisantecnologia.centerweb.api.controller.AbstractApiController",39,14,30,21
"br.com.trevisantecnologia.centerweb.model.ConfigField",8,0,21,2
"br.com.trevisantecnologia.centerweb.business.MediaValidatorTest",20,8,0,10
"br.com.trevisantecnologia.centerweb.business.CustomFieldValueValidator",34,17,4,21
"br.com.trevisantecnologia.centerweb.api.controller.ApiCustomFieldController",20,9,0,12
"br.com.trevisantecnologia.centerweb.service.ScheduleGroupingSettingsOnMobileService",18,8,1,14
"br.com.trevisantecnologia.centerweb.service.SectionItemServiceTest",27,10,0,13
"br.com.trevisantecnologia.centerweb.service.ActivityExecutionService",27,16,3,17
"br.com.trevisantecnologia.centerweb.controller.ItemController",25,9,0,15
"br.com.trevisantecnologia.centerweb.model.ScheduleType",27,0,18,2
"br.com.trevisantecnologia.centerweb.service.ClientService",14,9,46,13
"br.com.trevisantecnologia.centerweb.service.ItemService",16,8,19,12
"br.com.trevisantecnologia.centerweb.controller.ItemControllerTest",23,4,0,6
"br.com.trevisantecnologia.centerweb.fixture.SectionFixture",9,1,32,2
"br.com.trevisantecnologia.centerweb.dao.impl.CustomFieldHibernateDaoImpl",23,5,0,11
"br.com.trevisantecnologia.centerweb.service.ServiceLocalActivityService",18,9,8,14
"br.com.trevisantecnologia.centerweb.validation.CustomBeanValidator",25,4,71,13
"br.com.trevisantecnologia.centerweb.fixture.AppearanceFixture",9,2,8,3
"br.com.trevisantecnologia.centerweb.restriction.PermissionRestrictionCheckerTest",16,2,0,6
"br.com.trevisantecnologia.centerweb.types.DataTypeTest",25,1,0,4
"br.com.trevisantecnologia.centerweb.model.Workday",17,0,21,2
"br.com.trevisantecnologia.centerweb.service.AuthenticationService",23,7,10,9
"br.com.trevisantecnologia.centerweb.service.CustomEntityServiceTest",30,9,0,10
"br.com.trevisantecnologia.centerweb.business.AgentValidatorTest",33,10,0,10
"br.com.trevisantecnologia.centerweb.service.ExportLayoutFieldService",32,12,6,17
