"metric","1stQ","3rdQ","avg","median","min","max","max-min","stddev","u-fence","threshold"
"MLOC",2.0,6.0,4.833273574757977,3.0,0.0,102.0,102.0,6.219525120602164,12.0,30.0
"CYCLO",1.0,1.0,1.3356041591968448,1.0,1.0,15.0,14.0,0.9341676716694409,1.0,10.0
"CALLS",0.0,3.0,2.4806382215847975,1.0,0.0,84.0,84.0,4.216114336900345,7.5,5.0
"NBD",0.0,1.0,0.5591609896020079,0.0,0.0,4.0,4.0,0.7405405458215054,2.5,3.0
"PARAM",0.0,1.0,0.8734313373969165,1.0,0.0,7.0,7.0,1.0164162152332792,2.5,4.0
